,Respondent,Year,Month,Sales,Total income,Purchases,Salary expense,Utility expense,Miscellaneous expense,Rent expense,Professional fees,Transport expense,Tax expense,Loss from theft,Bank fee,Total expense,Gifts given,Total other income and expenses,Net income,Withdrawal,Retained earnings,Cash,Ar,Equipment,Building,Live stock,Land,Informal loans given,Loans to employees,Total assets,Ap,Informal loan,Long term loan,Short term loan,Total liabilities,Equity
10,4425.0,2021,12,57218.0,57218.0,-10800.0,-2700.0,0.0,-8050.0,0.0,0.0,0.0,0.0,0.0,0.0,-21550.0,0.0,0.0,35668.0,-4350.0,31318.0,-4693.5,7577.0,1764400.0,0.0,0.0,0.0,205000.0,0.0,1972283.5,750.0,7250.0,0.0,0.0,8000.0,1964283.5
11,4425.0,2022,1,53000.0,53000.0,-1980.0,-3000.0,0.0,-6750.0,-3000.0,0.0,0.0,0.0,0.0,0.0,-14730.0,0.0,0.0,38270.0,-32240.0,6030.0,50216.5,7577.0,1764400.0,0.0,0.0,0.0,205000.0,0.0,2027193.5,1130.0,5250.0,0.0,0.0,6380.0,2020813.5
12,4425.0,2022,2,52717.0,52717.0,-7800.0,-3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10800.0,0.0,0.0,41917.0,-8150.0,33767.0,102509.5,9051.0,1764400.0,0.0,0.0,0.0,205000.0,0.0,2080960.5,1130.0,5250.0,0.0,0.0,6380.0,2074580.5
13,4425.0,2022,3,49640.0,49640.0,-1802.0,-3000.0,-220.0,-8440.0,0.0,0.0,0.0,0.0,0.0,0.0,-13462.0,0.0,0.0,36178.0,-85762.0,-49584.0,285739.5,5237.0,1764400.0,0.0,0.0,0.0,205000.0,0.0,2260376.5,1130.0,11750.0,0.0,0.0,12880.0,2247496.5
14,4425.0,2022,4,23015.0,23015.0,-3600.0,0.0,-276.0,0.0,-3000.0,0.0,0.0,0.0,0.0,0.0,-6876.0,0.0,0.0,16139.0,-20100.0,-3961.0,319499.5,5516.0,1764400.0,0.0,0.0,0.0,200000.0,0.0,2289415.5,1130.0,11750.0,0.0,0.0,12880.0,2276535.5
15,4425.0,2022,5,2100.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,-280.0,1820.0,321389.5,5516.0,1764400.0,0.0,0.0,0.0,200000.0,0.0,2291305.5,0.0,11750.0,0.0,0.0,11750.0,2279555.5
16,4425.0,2022,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321389.5,5516.0,1764400.0,0.0,0.0,0.0,200000.0,0.0,2291305.5,0.0,11750.0,0.0,0.0,11750.0,2279555.5
17,4429.0,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-150000.0,0.0,901000.0,0.0,0.0,0.0,150000.0,0.0,901000.0,0.0,0.0,0.0,0.0,0.0,901000.0
18,4429.0,2021,4,147153.0,147153.0,-89760.0,-25040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114800.0,0.0,0.0,32353.0,0.0,32353.0,-58927.0,0.0,1901000.0,0.0,0.0,0.0,165000.0,0.0,2007073.0,0.0,-15000.0,0.0,0.0,-15000.0,2022073.0
19,4429.0,2021,5,210150.0,210150.0,-30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30000.0,0.0,0.0,180150.0,-40000.0,140150.0,139523.0,0.0,1901000.0,0.0,0.0,0.0,165000.0,0.0,2205523.0,0.0,-15000.0,0.0,0.0,-15000.0,2220523.0
20,4429.0,2021,6,91850.0,91850.0,-61740.0,-1500.0,0.0,0.0,0.0,0.0,0.0,-10358.0,0.0,0.0,-73598.0,0.0,0.0,18252.0,-40358.0,-22106.0,765317.0,0.0,1901000.0,0.0,0.0,0.0,150000.0,0.0,2816317.0,0.0,-15000.0,0.0,0.0,-15000.0,2831317.0
21,4429.0,2021,7,227021.0,227021.0,-209058.6,-2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-211558.6,0.0,0.0,15462.4,0.0,15462.4,880779.4,0.0,1901000.0,0.0,0.0,0.0,50000.0,0.0,2831779.4,0.0,-15000.0,0.0,0.0,-15000.0,2846779.4
22,4429.0,2021,8,111371.0,111371.0,-21205.0,-4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25705.0,0.0,0.0,85666.0,0.0,85666.0,966445.4,0.0,1901000.0,0.0,0.0,0.0,50000.0,0.0,2917445.4,0.0,-15000.0,0.0,0.0,-15000.0,2932445.4
23,4429.0,2021,9,104744.0,104744.0,-20125.0,-35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55125.0,0.0,0.0,49619.0,-50000.0,-381.0,1016064.4,0.0,1901000.0,0.0,0.0,0.0,50000.0,0.0,2967064.4,0.0,-15000.0,0.0,0.0,-15000.0,2982064.4
24,4429.0,2021,10,49060.0,49060.0,-40500.0,-17000.0,0.0,0.0,0.0,0.0,-900.0,0.0,0.0,0.0,-58400.0,0.0,0.0,-9340.0,0.0,-9340.0,1006724.4,0.0,1901000.0,0.0,0.0,0.0,50000.0,0.0,2957724.4,0.0,-15000.0,0.0,0.0,-15000.0,2972724.4
25,4429.0,2021,11,64796.0,64796.0,-86506.0,-26500.0,0.0,0.0,0.0,0.0,0.0,-26672.0,0.0,0.0,-139678.0,0.0,0.0,-74882.0,-26672.0,-101554.0,931842.4,0.0,1901000.0,0.0,0.0,0.0,50000.0,0.0,2882842.4,0.0,-15000.0,0.0,0.0,-15000.0,2897842.4
26,4429.0,2021,12,260378.0,260378.0,-154002.0,-18500.0,0.0,-10000.0,0.0,0.0,0.0,0.0,0.0,0.0,-182502.0,0.0,0.0,77876.0,0.0,77876.0,1009718.4,0.0,1901000.0,0.0,0.0,0.0,50000.0,0.0,2960718.4,0.0,-15000.0,0.0,0.0,-15000.0,2975718.4
27,4429.0,2022,1,113500.0,113500.0,-119500.0,-18500.0,0.0,-7000.0,0.0,0.0,-2000.0,0.0,0.0,0.0,-147000.0,0.0,0.0,-33500.0,0.0,-33500.0,976218.4,0.0,1901000.0,0.0,0.0,0.0,50000.0,0.0,2927218.4,0.0,-15000.0,0.0,0.0,-15000.0,2942218.4
28,4429.0,2022,2,215000.0,215000.0,-143250.0,-23500.0,0.0,0.0,0.0,0.0,-1200.0,0.0,0.0,0.0,-167950.0,0.0,0.0,47050.0,0.0,47050.0,1023268.4,0.0,1901000.0,0.0,0.0,0.0,50000.0,0.0,2974268.4,0.0,-15000.0,0.0,0.0,-15000.0,2989268.4
29,4429.0,2022,3,332000.0,332000.0,-342785.0,-15000.0,0.0,-5000.0,0.0,0.0,-1000.0,0.0,0.0,0.0,-363785.0,0.0,0.0,-31785.0,0.0,-31785.0,1041483.4,0.0,1901000.0,0.0,0.0,0.0,0.0,0.0,2942483.4,0.0,-15000.0,0.0,0.0,-15000.0,2957483.4
30,4429.0,2022,4,90000.0,90000.0,-33000.0,0.0,-1200.0,0.0,0.0,0.0,-2000.0,0.0,0.0,0.0,-36200.0,0.0,0.0,53800.0,0.0,53800.0,1095283.4,0.0,1901000.0,0.0,0.0,0.0,0.0,0.0,2996283.4,0.0,-15000.0,0.0,0.0,-15000.0,3011283.4
31,4431.0,2021,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50000.0,0.0,542000.0,0.0,0.0,0.0,50000.0,0.0,542000.0,0.0,0.0,0.0,0.0,0.0,542000.0
32,4431.0,2021,4,7000.0,7000.0,-9000.0,0.0,-1000.0,-250.0,-810.0,0.0,-600.0,0.0,0.0,0.0,-11660.0,0.0,0.0,-4660.0,-5660.0,-10320.0,-53320.0,0.0,542000.0,0.0,0.0,0.0,50000.0,0.0,538680.0,0.0,0.0,0.0,0.0,0.0,538680.0
33,4431.0,2021,5,0.0,0.0,-12500.0,0.0,0.0,0.0,0.0,0.0,-500.0,-3000.0,0.0,0.0,-16000.0,0.0,0.0,-16000.0,-700.0,-16700.0,-70020.0,0.0,542000.0,0.0,0.0,0.0,50000.0,0.0,521980.0,0.0,0.0,0.0,0.0,0.0,521980.0
34,4431.0,2021,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16000.0,-16000.0,333980.0,0.0,542000.0,0.0,0.0,0.0,50000.0,0.0,925980.0,0.0,0.0,0.0,0.0,0.0,925980.0
35,4432.0,2021,4,2150.0,2150.0,0.0,-780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-780.0,0.0,0.0,1370.0,-290.0,1080.0,1080.0,0.0,175300.0,0.0,0.0,0.0,0.0,0.0,176380.0,0.0,0.0,0.0,0.0,0.0,176380.0
36,4433.0,2021,4,9900.0,9900.0,0.0,-11500.0,-214.0,-380.0,0.0,0.0,-70.0,0.0,0.0,0.0,-12164.0,0.0,0.0,-2264.0,-1364.0,-3628.0,-1978.0,0.0,230745.0,0.0,0.0,0.0,0.0,0.0,228767.0,0.0,0.0,0.0,0.0,0.0,228767.0
37,4433.0,2021,5,7150.0,7150.0,0.0,0.0,-215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-215.0,0.0,0.0,6935.0,-14215.0,-7280.0,2292.0,0.0,230745.0,0.0,0.0,0.0,0.0,0.0,233037.0,0.0,0.0,0.0,0.0,0.0,233037.0
38,4433.0,2021,6,22000.0,22000.0,0.0,-8200.0,-193.47,-387.0,0.0,0.0,0.0,0.0,0.0,0.0,-8780.47,0.0,0.0,13219.53,-60000.0,-46780.47,269361.53,0.0,230865.0,0.0,0.0,0.0,0.0,0.0,500226.53,0.0,0.0,0.0,0.0,0.0,500226.53
39,4433.0,2021,7,8700.0,8700.0,0.0,-4800.0,-305.0,-1705.0,0.0,0.0,-80.0,-4350.0,0.0,0.0,-11240.0,0.0,0.0,-2540.0,-10000.0,-12540.0,266821.53,0.0,230865.0,0.0,0.0,0.0,0.0,0.0,497686.53,0.0,0.0,0.0,0.0,0.0,497686.53
40,4433.0,2021,8,1200.0,1200.0,-860.0,-10600.0,-43.0,0.0,0.0,0.0,-430.0,-250.0,0.0,0.0,-12183.0,0.0,0.0,-10983.0,0.0,-10983.0,250538.53,0.0,241465.0,0.0,0.0,0.0,0.0,0.0,492003.53,0.0,0.0,0.0,0.0,0.0,492003.53
41,4433.0,2021,9,35350.0,35350.0,0.0,-10600.0,-55.0,-565.0,0.0,0.0,-145.0,-2000.0,0.0,0.0,-13365.0,0.0,0.0,21985.0,-21000.0,985.0,272523.53,0.0,241465.0,0.0,0.0,0.0,0.0,0.0,513988.53,0.0,0.0,0.0,0.0,0.0,513988.53
42,4433.0,2021,10,29700.0,29700.0,0.0,-10450.0,-98.0,-800.0,0.0,0.0,-740.0,0.0,0.0,0.0,-12088.0,0.0,0.0,17612.0,-17000.0,612.0,289635.53,0.0,244365.0,0.0,0.0,0.0,0.0,0.0,534000.53,0.0,0.0,0.0,0.0,0.0,534000.53
43,4433.0,2021,11,19800.0,19800.0,0.0,-13100.0,-95.0,-400.0,0.0,0.0,-90.0,0.0,0.0,0.0,-13685.0,0.0,0.0,6115.0,-16500.0,-10385.0,294250.53,0.0,245865.0,0.0,0.0,0.0,0.0,0.0,540115.53,0.0,0.0,0.0,0.0,0.0,540115.53
44,4433.0,2021,12,40700.0,40700.0,0.0,-10700.0,-95.0,-965.0,0.0,0.0,-180.0,0.0,0.0,0.0,-11940.0,0.0,0.0,28760.0,-31000.0,-2240.0,323010.53,0.0,245865.0,0.0,0.0,0.0,0.0,0.0,568875.53,0.0,0.0,0.0,0.0,0.0,568875.53
45,4433.0,2022,1,33900.0,33900.0,0.0,-3000.0,0.0,-150.0,0.0,0.0,-130.0,0.0,0.0,0.0,-3280.0,-150.0,-150.0,30470.0,-25000.0,5470.0,353480.53,0.0,245865.0,0.0,0.0,0.0,0.0,0.0,599345.53,0.0,0.0,0.0,0.0,0.0,599345.53
46,4433.0,2022,2,52200.0,52200.0,0.0,-13800.0,-31.0,-130.0,-26400.0,0.0,-80.0,-1619.0,0.0,0.0,-42060.0,0.0,0.0,10140.0,-29000.0,-18860.0,363620.53,0.0,245865.0,0.0,0.0,0.0,0.0,0.0,609485.53,0.0,0.0,0.0,0.0,0.0,609485.53
47,4433.0,2022,3,43200.0,43200.0,0.0,-14600.0,-65.0,0.0,0.0,0.0,-110.0,-900.0,0.0,0.0,-15675.0,0.0,0.0,27525.0,-40000.0,-12475.0,391145.53,0.0,245865.0,0.0,0.0,0.0,0.0,0.0,637010.53,0.0,0.0,0.0,0.0,0.0,637010.53
48,4433.0,2022,4,21000.0,21000.0,0.0,0.0,-71.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,-101.0,0.0,0.0,20899.0,0.0,20899.0,412044.53,0.0,245865.0,0.0,0.0,0.0,0.0,0.0,657909.53,0.0,0.0,0.0,0.0,0.0,657909.53
49,4435.0,2021,4,13380.0,13380.0,-4760.0,-2100.0,0.0,-500.0,0.0,0.0,0.0,0.0,0.0,0.0,-7360.0,0.0,0.0,6020.0,-5800.0,220.0,6340.0,5000.0,121950.0,0.0,0.0,0.0,0.0,0.0,133290.0,0.0,0.0,0.0,0.0,0.0,133290.0
50,4435.0,2021,5,11210.0,11210.0,-6910.0,-2500.0,-300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,-10010.0,0.0,0.0,1200.0,-19428.0,-18228.0,-7298.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,134652.0,0.0,0.0,0.0,0.0,0.0,134652.0
51,4435.0,2021,6,5485.0,5485.0,-2590.0,0.0,-280.0,-537.0,0.0,0.0,-410.0,0.0,0.0,0.0,-3817.0,0.0,0.0,1668.0,-85648.0,-83980.0,588777.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,730727.0,0.0,-2000.0,0.0,0.0,-2000.0,732727.0
52,4435.0,2021,7,7720.0,7720.0,-1900.0,0.0,-120.0,-922.0,0.0,0.0,-336.0,0.0,0.0,0.0,-3278.0,-1260.0,-1260.0,3182.0,-4325.0,-1143.0,589734.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,731684.0,0.0,-2000.0,0.0,0.0,-2000.0,733684.0
53,4435.0,2021,8,16410.0,16410.0,-13170.0,0.0,-200.0,-665.0,0.0,0.0,-725.0,-5330.0,0.0,0.0,-20090.0,0.0,0.0,-3680.0,-3990.0,-7670.0,532064.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,674014.0,0.0,-52000.0,0.0,0.0,-52000.0,726014.0
54,4435.0,2021,9,8570.0,8570.0,-1320.0,-215.0,-50.0,0.0,0.0,0.0,-90.0,0.0,0.0,0.0,-1675.0,0.0,0.0,6895.0,-14710.0,-7815.0,538949.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,680899.0,0.0,-47000.0,0.0,0.0,-47000.0,727899.0
55,4435.0,2021,10,18410.0,18410.0,-3400.0,-2000.0,0.0,-225.0,0.0,0.0,-280.0,0.0,0.0,0.0,-5905.0,0.0,0.0,12505.0,-16303.0,-3798.0,542351.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,684301.0,0.0,-47000.0,0.0,0.0,-47000.0,731301.0
56,4435.0,2021,11,7840.0,7840.0,-4730.0,-4000.0,0.0,0.0,0.0,0.0,-340.0,0.0,0.0,0.0,-9070.0,-300.0,-300.0,-1530.0,-960.0,-2490.0,539861.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,681811.0,0.0,-47000.0,0.0,0.0,-47000.0,728811.0
57,4435.0,2021,12,6960.0,6960.0,-4300.0,0.0,-380.0,-158.0,0.0,0.0,-530.0,0.0,0.0,0.0,-5368.0,0.0,0.0,1592.0,-2115.0,-523.0,559338.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,701288.0,0.0,-47000.0,0.0,0.0,-47000.0,748288.0
58,4435.0,2022,1,6660.0,6660.0,-4600.0,0.0,0.0,0.0,0.0,0.0,-645.0,0.0,0.0,0.0,-5245.0,0.0,0.0,1415.0,0.0,1415.0,560753.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,702703.0,0.0,-47000.0,0.0,0.0,-47000.0,749703.0
59,4435.0,2022,2,6350.0,6350.0,-2550.0,0.0,0.0,0.0,0.0,0.0,-410.0,0.0,0.0,0.0,-2960.0,0.0,0.0,3390.0,0.0,3390.0,564143.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,706093.0,0.0,-47000.0,0.0,0.0,-47000.0,753093.0
60,4435.0,2022,3,180.0,180.0,-3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,0.0,0.0,-2820.0,-73000.0,-75820.0,561323.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,703273.0,0.0,-47000.0,0.0,0.0,-47000.0,750273.0
61,4435.0,2022,4,1340.0,1340.0,-780.0,0.0,0.0,0.0,0.0,0.0,-120.0,0.0,0.0,0.0,-900.0,0.0,0.0,440.0,0.0,440.0,561763.0,5000.0,121950.0,0.0,0.0,0.0,15000.0,0.0,703713.0,0.0,-47000.0,0.0,0.0,-47000.0,750713.0
62,4436.0,2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,46500.0,800000.0,0.0,0.0,0.0,0.0,746500.0,0.0,0.0,-100000.0,0.0,-100000.0,846500.0
63,4436.0,2021,4,12000.0,12000.0,-6500.0,-3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10000.0,0.0,0.0,2000.0,0.0,2000.0,-56300.0,0.0,46500.0,800000.0,0.0,0.0,0.0,0.0,790200.0,0.0,0.0,-62300.0,0.0,-62300.0,852500.0
64,4436.0,2021,5,9000.0,9000.0,-4000.0,-6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10500.0,0.0,0.0,-1500.0,-9700.0,-11200.0,-50900.0,0.0,46500.0,800000.0,0.0,0.0,0.0,0.0,795600.0,0.0,0.0,-57700.0,0.0,-57700.0,853300.0
65,4436.0,2021,6,11350.0,11350.0,-18800.0,-350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19150.0,0.0,0.0,-7800.0,0.0,-7800.0,47700.0,0.0,60500.0,800000.0,0.0,0.0,0.0,0.0,908200.0,0.0,0.0,-53100.0,0.0,-53100.0,961300.0
66,4436.0,2021,7,0.0,0.0,-6650.0,-350.0,-430.0,0.0,0.0,0.0,-200.0,0.0,0.0,0.0,-7630.0,0.0,0.0,-7630.0,-1550.0,-9180.0,58320.0,-10700.0,60500.0,800000.0,0.0,0.0,0.0,0.0,908120.0,0.0,0.0,-48500.0,0.0,-48500.0,956620.0
67,4436.0,2021,8,7600.0,7600.0,-8300.0,-4100.0,0.0,0.0,0.0,0.0,0.0,-7023.6,0.0,0.0,-19423.6,0.0,0.0,-11823.6,-7700.0,-19523.6,47796.4,-13100.0,60500.0,800000.0,0.0,0.0,0.0,0.0,895196.4,0.0,0.0,-43900.0,0.0,-43900.0,939096.4
68,4436.0,2021,9,11950.0,11950.0,-10500.0,-600.0,-560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11660.0,0.0,0.0,290.0,-14735.0,-14445.0,32551.4,-15100.0,60500.0,800000.0,0.0,0.0,0.0,0.0,877951.4,3200.0,-6000.0,-43900.0,0.0,-46700.0,924651.4
69,4436.0,2021,10,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,-79807.0,-76807.0,-37255.6,-20100.0,60500.0,800000.0,0.0,0.0,0.0,0.0,803144.4,3200.0,-6000.0,-43900.0,0.0,-46700.0,849844.4
70,4436.0,2021,11,0.0,0.0,-6500.0,-2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9300.0,0.0,0.0,-9300.0,-5900.0,-15200.0,-48455.6,-26300.0,60500.0,800000.0,0.0,0.0,0.0,0.0,785744.4,0.0,-6000.0,-43900.0,0.0,-49900.0,835644.4
71,4436.0,2021,12,6000.0,6000.0,-11900.0,-1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13300.0,0.0,0.0,-7300.0,-9850.0,-17150.0,-54105.6,-33800.0,60500.0,800000.0,0.0,0.0,0.0,0.0,772594.4,0.0,-6000.0,-43900.0,0.0,-49900.0,822494.4
72,4436.0,2022,1,1300.0,1300.0,-4000.0,-1400.0,-6370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11770.0,0.0,0.0,-10470.0,-6835.0,-17305.0,-36210.6,-66000.0,60500.0,800000.0,0.0,0.0,0.0,0.0,758289.4,0.0,-6000.0,-43900.0,0.0,-49900.0,808189.4
73,4436.0,2022,2,500.0,500.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0,0.0,-500.0,-3290.0,-3790.0,-19100.6,-74700.0,60500.0,800000.0,0.0,0.0,0.0,0.0,766699.4,0.0,-6000.0,-34700.0,0.0,-40700.0,807399.4
74,4436.0,2022,3,0.0,0.0,-19100.0,-950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20050.0,0.0,0.0,-20050.0,-6954.0,-27004.0,-46004.6,-76200.0,60500.0,800000.0,0.0,0.0,0.0,0.0,738295.4,0.0,-16000.0,-30100.0,0.0,-46100.0,784395.4
75,4436.0,2022,4,0.0,0.0,0.0,0.0,0.0,-77300.0,0.0,0.0,0.0,0.0,0.0,0.0,-77300.0,0.0,0.0,-77300.0,-3500.0,-80800.0,-199804.6,-76200.0,60500.0,800000.0,0.0,0.0,0.0,0.0,584495.4,0.0,-39000.0,-30100.0,-50000.0,-119100.0,703595.4
76,4437.0,2021,4,59000.0,59000.0,-500.0,-32500.0,-700.0,0.0,-33000.0,0.0,0.0,0.0,0.0,0.0,-66700.0,0.0,0.0,-7700.0,-22000.0,-29700.0,-32700.0,0.0,95000.0,0.0,0.0,0.0,0.0,0.0,62300.0,0.0,-8000.0,0.0,0.0,-8000.0,70300.0
77,4437.0,2021,5,87000.0,87000.0,-2500.0,-51500.0,-400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54400.0,0.0,0.0,32600.0,-65200.0,-32600.0,20200.0,0.0,95000.0,0.0,0.0,0.0,0.0,0.0,115200.0,0.0,-8000.0,0.0,0.0,-8000.0,123200.0
78,4437.0,2021,6,74000.0,74000.0,-200.0,-46000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46200.0,0.0,0.0,27800.0,-2000.0,25800.0,379000.0,0.0,95000.0,0.0,0.0,0.0,0.0,0.0,474000.0,0.0,-8000.0,0.0,0.0,-8000.0,482000.0
79,4437.0,2021,7,76500.0,76500.0,0.0,-35500.0,0.0,0.0,0.0,0.0,0.0,-2500.0,0.0,0.0,-38000.0,0.0,0.0,38500.0,0.0,38500.0,432500.0,0.0,95000.0,0.0,0.0,0.0,0.0,0.0,527500.0,0.0,-8000.0,0.0,0.0,-8000.0,535500.0
80,4437.0,2021,8,94700.0,94700.0,0.0,-26000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26000.0,0.0,0.0,68700.0,0.0,68700.0,525900.0,0.0,95000.0,0.0,0.0,0.0,0.0,0.0,620900.0,0.0,-8000.0,0.0,0.0,-8000.0,628900.0
81,4437.0,2021,9,87000.0,87000.0,0.0,-31000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31000.0,0.0,0.0,56000.0,0.0,56000.0,606900.0,0.0,95000.0,0.0,0.0,0.0,0.0,0.0,701900.0,0.0,-8000.0,0.0,0.0,-8000.0,709900.0
