,Respondent ID,Expense report data ID,Expense partial payment 2 data ID,Expense partial payment 2 amount,Expense partial payment 2 currency,Expense partial payment 2 transaction type,Expense partial payment 2 date paid,Expense partial payment 2 account data ID,Expense partial payment 2 account,Expense partial payment 2 account report ID,debit acc,debit amt,credit acc,credit amt
145,4429,EX00162688,,,,,,,,,,,,
146,4429,EX00162690,,,,,,,,,,,,
147,4429,EX00162691,,,,,,,,,,,,
148,4429,EX00162693,,,,,,,,,,,,
149,4429,EX00162692,,,,,,,,,,,,
150,4429,EX00162694,,,,,,,,,,,,
151,4429,EX00162695,,,,,,,,,,,,
152,4429,EX00170918,,,,,,,,,,,,
153,4429,EX00180926,,,,,,,,,,,,
154,4429,EX00193756,,,,,,,,,,,,
155,4429,EX00193757,,,,,,,,,,,,
156,4429,EX00193758,,,,,,,,,,,,
157,4429,EX00193759,,,,,,,,,,,,
158,4429,EX00193760,,,,,,,,,,,,
159,4429,EX00197204,,,,,,,,,,,,
160,4429,EX00197205,,,,,,,,,,,,
161,4429,EX00200277,,,,,,,,,,,,
162,4429,EX00200278,,,,,,,,,,,,
163,4429,EX00207138,,,,,,,,,,,,
164,4429,EX00207139,,,,,,,,,,,,
165,4429,EX00207140,,,,,,,,,,,,
166,4429,EX00216904,,,,,,,,,,,,
167,4429,EX00216902,,,,,,,,,,,,
168,4429,EX00216903,,,,,,,,,,,,
169,4429,EX00229169,,,,,,,,,,,,
170,4429,EX00229170,,,,,,,,,,,,
171,4429,EX00229171,,,,,,,,,,,,
172,4429,EX00229172,,,,,,,,,,,,
173,4429,EX00229173,,,,,,,,,,,,
174,4429,EX00229174,,,,,,,,,,,,
175,4429,EX00244575,,,,,,,,,,,,
176,4429,EX00244576,,,,,,,,,,,,
177,4429,EX00244577,,,,,,,,,,,,
178,4429,EX00248074,,,,,,,,,,,,
179,4429,EX00248077,,,,,,,,,,,,
180,4429,EX00326865,,,,,,,,,,,,
181,4429,EX00326866,,,,,,,,,,,,
182,4429,EX00326867,,,,,,,,,,,,
183,4429,EX00326868,,,,,,,,,,,,
184,4429,EX00326870,,,,,,,,,,,,
185,4429,EX00326872,,,,,,,,,,,,
186,4429,EX00326869,,,,,,,,,,,,
187,4429,EX00326871,,,,,,,,,,,,
188,4429,EX00335817,,,,,,,,,,,,
189,4429,EX00335929,,,,,,,,,,,,
190,4429,EX00359524,,,,,,,,,,,,
191,4429,EX00359528,,,,,,,,,,,,
192,4429,EX00359525,,,,,,,,,,,,
193,4429,EX00359527,,,,,,,,,,,,
194,4429,EX00359526,,,,,,,,,,,,
195,4429,EX00362675,,,,,,,,,,,,
196,4429,EX00362677,,,,,,,,,,,,
197,4429,EX00362676,,,,,,,,,,,,
198,4431,EX00110542,,,,,,,,,,,,
199,4431,EX00115619,,,,,,,,,,,,
200,4431,EX00115645,,,,,,,,,,,,
201,4431,EX00115623,,,,,,,,,,,,
202,4431,EX00115646,,,,,,,,,,,,
203,4431,EX00115647,,,,,,,,,,,,
204,4431,EX00115648,,,,,,,,,,,,
205,4431,EX00121341,,,,,,,,,,,,
206,4431,EX00129104,,,,,,,,,,,,
207,4431,EX00129105,,,,,,,,,,,,
208,4431,EX00129106,,,,,,,,,,,,
209,4431,EX00129107,,,,,,,,,,,,
210,4433,EX00109993,,,,,,,,,,,,
211,4433,EX00109994,,,,,,,,,,,,
212,4433,EX00109995,,,,,,,,,,,,
213,4433,EX00113827,,,,,,,,,,,,
214,4433,EX00124499,,,,,,,,,,,,
215,4433,EX00124498,,,,,,,,,,,,
216,4433,EX00130790,,,,,,,,,,,,
217,4433,EX00136051,,,,,,,,,,,,
218,4433,EX00136049,,,,,,,,,,,,
219,4433,EX00136050,,,,,,,,,,,,
220,4433,EX00141779,,,,,,,,,,,,
221,4433,EX00144905,,,,,,,,,,,,
222,4433,EX00144906,,,,,,,,,,,,
223,4433,EX00155228,,,,,,,,,,,,
224,4433,EX00155229,,,,,,,,,,,,
225,4433,EX00167548,,,,,,,,,,,,
226,4433,EX00155230,,,,,,,,,,,,
227,4433,EX00155233,,,,,,,,,,,,
228,4433,EX00155232,,,,,,,,,,,,
229,4433,EX00155231,,,,,,,,,,,,
230,4433,EX00159189,,,,,,,,,,,,
231,4433,EX00168400,,,,,,,,,,,,
232,4433,EX00168401,,,,,,,,,,,,
233,4433,EX00168402,,,,,,,,,,,,
234,4433,EX00177597,,,,,,,,,,,,
235,4433,EX00177600,,,,,,,,,,,,
236,4433,EX00177596,,,,,,,,,,,,
237,4433,EX00181102,,,,,,,,,,,,
238,4433,EX00181103,,,,,,,,,,,,
239,4433,EX00186391,,,,,,,,,,,,
240,4433,EX00186350,,,,,,,,,,,,
241,4433,EX00190228,,,,,,,,,,,,
242,4433,EX00190227,,,,,,,,,,,,
243,4433,EX00196580,,,,,,,,,,,,
244,4433,EX00196581,,,,,,,,,,,,
245,4433,EX00196583,,,,,,,,,,,,
246,4433,EX00196582,,,,,,,,,,,,
247,4433,EX00199497,,,,,,,,,,,,
248,4433,EX00202618,,,,,,,,,,,,
249,4433,EX00202619,,,,,,,,,,,,
250,4433,EX00202620,,,,,,,,,,,,
251,4433,EX00208328,,,,,,,,,,,,
252,4433,EX00208329,,,,,,,,,,,,
253,4433,EX00208326,,,,,,,,,,,,
254,4433,EX00208330,,,,,,,,,,,,
255,4433,EX00208327,,,,,,,,,,,,
256,4433,EX00224745,,,,,,,,,,,,
257,4433,EX00211592,,,,,,,,,,,,
258,4433,EX00218056,,,,,,,,,,,,
259,4433,EX00220270,,,,,,,,,,,,
260,4433,EX00224743,,,,,,,,,,,,
261,4433,EX00224746,,,,,,,,,,,,
262,4433,EX00224744,,,,,,,,,,,,
263,4433,EX00229544,,,,,,,,,,,,
264,4433,EX00233974,,,,,,,,,,,,
265,4433,EX00233975,,,,,,,,,,,,
266,4433,EX00238069,,,,,,,,,,,,
267,4433,EX00238068,,,,,,,,,,,,
268,4433,EX00241420,,,,,,,,,,,,
269,4433,EX00241421,,,,,,,,,,,,
270,4433,EX00241425,,,,,,,,,,,,
271,4433,EX00241426,,,,,,,,,,,,
272,4433,EX00246069,,,,,,,,,,,,
273,4433,EX00257062,,,,,,,,,,,,
274,4433,EX00257063,,,,,,,,,,,,
275,4433,EX00257064,,,,,,,,,,,,
276,4433,EX00269786,,,,,,,,,,,,
277,4433,EX00269785,,,,,,,,,,,,
278,4433,EX00269787,,,,,,,,,,,,
279,4433,EX00319126,,,,,,,,,,,,
280,4433,EX00329965,,,,,,,,,,,,
281,4433,EX00329964,,,,,,,,,,,,
282,4433,EX00342778,,,,,,,,,,,,
283,4433,EX00342776,,,,,,,,,,,,
284,4433,EX00342777,,,,,,,,,,,,
285,4433,EX00351830,,,,,,,,,,,,
286,4433,EX00356878,,,,,,,,,,,,
287,4433,EX00356877,,,,,,,,,,,,
288,4433,EX00360817,,,,,,,,,,,,
289,4433,EX00360818,,,,,,,,,,,,
290,4435,EX00110286,,,,,,,,,,,,
291,4435,EX00110287,,,,,,,,,,,,
292,4435,EX00110504,,,,,,,,,,,,
293,4435,EX00116746,,,,,,,,,,,,
294,4435,EX00123175,,,,,,,,,,,,
295,4435,EX00123176,,,,,,,,,,,,
296,4435,EX00123177,,,,,,,,,,,,
297,4435,EX00123178,,,,,,,,,,,,
298,4435,EX00123179,,,,,,,,,,,,
299,4435,EX00128071,,,,,,,,,,,,
300,4435,EX00128072,,,,,,,,,,,,
301,4435,EX00128073,,,,,,,,,,,,
302,4435,EX00128074,,,,,,,,,,,,
303,4435,EX00128075,,,,,,,,,,,,
304,4435,EX00131803,,,,,,,,,,,,
305,4435,EX00131804,,,,,,,,,,,,
306,4435,EX00131805,,,,,,,,,,,,
307,4435,EX00131806,,,,,,,,,,,,
308,4435,EX00131807,,,,,,,,,,,,
309,4435,EX00145232,,,,,,,,,,,,
310,4435,EX00145233,,,,,,,,,,,,
311,4435,EX00145234,,,,,,,,,,,,
312,4435,EX00145241,,,,,,,,,,,,
313,4435,EX00165129,,,,,,,,,,,,
314,4435,EX00145235,,,,,,,,,,,,
315,4435,EX00145237,,,,,,,,,,,,
316,4435,EX00145236,,,,,,,,,,,,
317,4435,EX00145239,,,,,,,,,,,,
318,4435,EX00145238,,,,,,,,,,,,
319,4435,EX00145240,,,,,,,,,,,,
320,4435,EX00145242,,,,,,,,,,,,
321,4435,EX00145243,,,,,,,,,,,,
322,4435,EX00165130,,,,,,,,,,,,
323,4435,EX00165131,,,,,,,,,,,,
324,4435,EX00145244,,,,,,,,,,,,
325,4435,EX00165158,,,,,,,,,,,,
326,4435,EX00145247,,,,,,,,,,,,
327,4435,EX00145246,,,,,,,,,,,,
328,4435,EX00145245,,,,,,,,,,,,
329,4435,EX00145249,,,,,,,,,,,,
330,4435,EX00145248,,,,,,,,,,,,
331,4435,EX00145250,,,,,,,,,,,,
332,4435,EX00145251,,,,,,,,,,,,
333,4435,EX00145254,,,,,,,,,,,,
334,4435,EX00145252,,,,,,,,,,,,
335,4435,EX00145253,,,,,,,,,,,,
336,4435,EX00165132,,,,,,,,,,,,
337,4435,EX00165055,,,,,,,,,,,,
338,4435,EX00184667,,,,,,,,,,,,
339,4435,EX00184668,,,,,,,,,,,,
340,4435,EX00184669,,,,,,,,,,,,
341,4435,EX00165056,,,,,,,,,,,,
342,4435,EX00184670,,,,,,,,,,,,
343,4435,EX00184671,,,,,,,,,,,,
344,4435,EX00184672,,,,,,,,,,,,
345,4435,EX00184673,,,,,,,,,,,,
346,4435,EX00184675,,,,,,,,,,,,
347,4435,EX00184674,,,,,,,,,,,,
348,4435,EX00184676,,,,,,,,,,,,
349,4435,EX00184677,,,,,,,,,,,,
350,4435,EX00184678,,,,,,,,,,,,
351,4435,EX00184679,,,,,,,,,,,,
352,4435,EX00184680,,,,,,,,,,,,
353,4435,EX00184681,,,,,,,,,,,,
354,4435,EX00184682,,,,,,,,,,,,
355,4435,EX00184683,,,,,,,,,,,,
356,4435,EX00184684,,,,,,,,,,,,
357,4435,EX00184685,,,,,,,,,,,,
358,4435,EX00184686,,,,,,,,,,,,
359,4435,EX00184687,,,,,,,,,,,,
360,4435,EX00184689,,,,,,,,,,,,
361,4435,EX00184688,,,,,,,,,,,,
362,4435,EX00179348,,,,,,,,,,,,
363,4435,EX00179335,,,,,,,,,,,,
364,4435,EX00179347,,,,,,,,,,,,
365,4435,EX00184690,,,,,,,,,,,,
366,4435,EX00184691,,,,,,,,,,,,
367,4435,EX00179363,,,,,,,,,,,,
368,4435,EX00179349,,,,,,,,,,,,
369,4435,EX00179336,,,,,,,,,,,,
370,4435,EX00179334,,,,,,,,,,,,
371,4435,EX00184692,,,,,,,,,,,,
372,4435,EX00189560,,,,,,,,,,,,
373,4435,EX00189561,,,,,,,,,,,,
374,4435,EX00189566,,,,,,,,,,,,
375,4435,EX00189641,,,,,,,,,,,,
376,4435,EX00189563,,,,,,,,,,,,
377,4435,EX00189567,,,,,,,,,,,,
378,4435,EX00189642,,,,,,,,,,,,
379,4435,EX00192503,,,,,,,,,,,,
380,4435,EX00192504,,,,,,,,,,,,
381,4435,EX00201242,,,,,,,,,,,,
382,4435,EX00201243,,,,,,,,,,,,
383,4435,EX00201244,,,,,,,,,,,,
384,4435,EX00201245,,,,,,,,,,,,
385,4435,EX00202055,,,,,,,,,,,,
386,4435,EX00202056,,,,,,,,,,,,
387,4435,EX00202057,,,,,,,,,,,,
388,4435,EX00202058,,,,,,,,,,,,
389,4435,EX00207343,,,,,,,,,,,,
390,4435,EX00207344,,,,,,,,,,,,
391,4435,EX00207345,,,,,,,,,,,,
392,4435,EX00207346,,,,,,,,,,,,
393,4435,EX00213634,,,,,,,,,,,,
394,4435,EX00210740,,,,,,,,,,,,
395,4435,EX00210739,,,,,,,,,,,,
396,4435,EX00213640,,,,,,,,,,,,
397,4435,EX00213641,,,,,,,,,,,,
398,4435,EX00213642,,,,,,,,,,,,
399,4435,EX00217148,,,,,,,,,,,,
400,4435,EX00236627,,,,,,,,,,,,
401,4435,EX00236628,,,,,,,,,,,,
402,4435,EX00236629,,,,,,,,,,,,
403,4435,EX00219577,,,,,,,,,,,,
404,4435,EX00219578,,,,,,,,,,,,
405,4435,EX00224399,,,,,,,,,,,,
406,4435,EX00224400,,,,,,,,,,,,
407,4435,EX00232637,,,,,,,,,,,,
408,4435,EX00236977,,,,,,,,,,,,
409,4435,EX00236978,,,,,,,,,,,,
410,4435,EX00236979,,,,,,,,,,,,
411,4435,EX00236980,,,,,,,,,,,,
412,4435,EX00236981,,,,,,,,,,,,
413,4435,EX00236982,,,,,,,,,,,,
414,4435,EX00236983,,,,,,,,,,,,
415,4435,EX00236984,,,,,,,,,,,,
416,4435,EX00236986,,,,,,,,,,,,
417,4435,EX00237018,,,,,,,,,,,,
418,4435,EX00236987,,,,,,,,,,,,
419,4435,EX00236626,,,,,,,,,,,,
420,4435,EX00236988,,,,,,,,,,,,
421,4435,EX00237017,,,,,,,,,,,,
422,4435,EX00237006,,,,,,,,,,,,
423,4435,EX00237008,,,,,,,,,,,,
424,4435,EX00237007,,,,,,,,,,,,
425,4435,EX00258497,,,,,,,,,,,,
426,4435,EX00258492,,,,,,,,,,,,
427,4435,EX00258498,,,,,,,,,,,,
428,4435,EX00258499,,,,,,,,,,,,
429,4435,EX00258493,,,,,,,,,,,,
430,4435,EX00258494,,,,,,,,,,,,
431,4435,EX00258500,,,,,,,,,,,,
432,4435,EX00258495,,,,,,,,,,,,
433,4435,EX00258496,,,,,,,,,,,,
434,4435,EX00258501,,,,,,,,,,,,
435,4435,EX00270976,,,,,,,,,,,,
436,4435,EX00270979,,,,,,,,,,,,
437,4435,EX00270978,,,,,,,,,,,,
438,4435,EX00270977,,,,,,,,,,,,
439,4435,EX00332472,,,,,,,,,,,,
440,4435,EX00332473,,,,,,,,,,,,
441,4435,EX00332474,,,,,,,,,,,,
442,4435,EX00332475,,,,,,,,,,,,
443,4435,EX00332476,,,,,,,,,,,,
444,4435,EX00332477,,,,,,,,,,,,
445,4435,EX00333027,,,,,,,,,,,,
446,4435,EX00333026,,,,,,,,,,,,
447,4435,EX00338872,,,,,,,,,,,,
448,4435,EX00338871,,,,,,,,,,,,
449,4435,EX00363396,,,,,,,,,,,,
450,4435,EX00363397,,,,,,,,,,,,
451,4436,EX00110250,,,,,,,,,,,,
452,4436,EX00110251,,,,,,,,,,,,
453,4436,EX00116750,,,,,,,,,,,,
454,4436,EX00116751,,,,,,,,,,,,
455,4436,EX00116752,,,,,,,,,,,,
456,4436,EX00128672,,,,,,,,,,,,
457,4436,EX00132334,,,,,,,,,,,,
458,4436,EX00132333,,,,,,,,,,,,
459,4436,EX00132332,,,,,,,,,,,,
460,4436,EX00140195,,,,,,,,,,,,
461,4436,EX00145599,,,,,,,,,,,,
462,4436,EX00145600,,,,,,,,,,,,
463,4436,EX00145603,,,,,,,,,,,,
464,4436,EX00148991,,,,,,,,,,,,
465,4436,EX00154157,,,,,,,,,,,,
466,4436,EX00154156,,,,,,,,,,,,
467,4436,EX00154163,,,,,,,,,,,,
468,4436,EX00158540,,,,,,,,,,,,
469,4436,EX00158541,,,,,,,,,,,,
470,4436,EX00158542,,,,,,,,,,,,
471,4436,EX00158523,,,,,,,,,,,,
472,4436,EX00158527,,,,,,,,,,,,
473,4436,EX00158528,,,,,,,,,,,,
474,4436,EX00158543,,,,,,,,,,,,
475,4436,EX00158544,,,,,,,,,,,,
476,4436,EX00163604,,,,,,,,,,,,
477,4436,EX00163603,,,,,,,,,,,,
478,4436,EX00168909,,,,,,,,,,,,
479,4436,EX00168910,,,,,,,,,,,,
480,4436,EX00168908,,,,,,,,,,,,
481,4436,EX00168911,,,,,,,,,,,,
482,4436,EX00168913,,,,,,,,,,,,
483,4436,EX00168914,,,,,,,,,,,,
484,4436,EX00168915,,,,,,,,,,,,
485,4436,EX00168916,,,,,,,,,,,,
486,4436,EX00168917,,,,,,,,,,,,
487,4436,EX00168918,,,,,,,,,,,,
488,4436,EX00174959,,,,,,,,,,,,
489,4436,EX00174960,,,,,,,,,,,,
490,4436,EX00174958,,,,,,,,,,,,
491,4436,EX00174961,,,,,,,,,,,,
492,4436,EX00174963,,,,,,,,,,,,
493,4436,EX00174957,,,,,,,,,,,,
494,4436,EX00174964,,,,,,,,,,,,
495,4436,EX00174965,,,,,,,,,,,,
496,4436,EX00174954,,,,,,,,,,,,
497,4436,EX00174955,,,,,,,,,,,,
498,4436,EX00174956,,,,,,,,,,,,
499,4436,EX00178462,,,,,,,,,,,,
500,4436,EX00178458,,,,,,,,,,,,
501,4436,EX00178461,,,,,,,,,,,,
502,4436,EX00182034,,,,,,,,,,,,
503,4436,EX00182036,,,,,,,,,,,,
504,4436,EX00182035,,,,,,,,,,,,
505,4436,EX00188364,,,,,,,,,,,,
506,4436,EX00188365,,,,,,,,,,,,
507,4436,EX00190892,,,,,,,,,,,,
508,4436,EX00190893,,,,,,,,,,,,
509,4436,EX00190889,,,,,,,,,,,,
510,4436,EX00190890,,,,,,,,,,,,
511,4436,EX00190891,,,,,,,,,,,,
512,4436,EX00190895,,,,,,,,,,,,
513,4436,EX00190894,,,,,,,,,,,,
514,4436,EX00194024,,,,,,,,,,,,
515,4436,EX00194023,,,,,,,,,,,,
516,4436,EX00194025,,,,,,,,,,,,
517,4436,EX00194026,,,,,,,,,,,,
518,4436,EX00197614,,,,,,,,,,,,
519,4436,EX00197615,,,,,,,,,,,,
520,4436,EX00200311,,,,,,,,,,,,
521,4436,EX00200310,,,,,,,,,,,,
522,4436,EX00203835,,,,,,,,,,,,
523,4436,EX00203834,,,,,,,,,,,,
524,4436,EX00216868,,,,,,,,,,,,
525,4436,EX00228528,,,,,,,,,,,,
526,4436,EX00228529,,,,,,,,,,,,
527,4436,EX00228527,,,,,,,,,,,,
528,4436,EX00231301,,,,,,,,,,,,
529,4436,EX00231302,,,,,,,,,,,,
530,4436,EX00239046,,,,,,,,,,,,
531,4436,EX00239048,,,,,,,,,,,,
532,4436,EX00239047,,,,,,,,,,,,
533,4436,EX00253287,,,,,,,,,,,,
534,4436,EX00247977,,,,,,,,,,,,
535,4436,EX00247981,,,,,,,,,,,,
536,4436,EX00247978,,,,,,,,,,,,
537,4436,EX00247980,,,,,,,,,,,,
538,4436,EX00247979,,,,,,,,,,,,
539,4436,EX00253286,,,,,,,,,,,,
540,4436,EX00255161,,,,,,,,,,,,
541,4436,EX00260699,,,,,,,,,,,,
542,4436,EX00255160,,,,,,,,,,,,
543,4436,EX00255159,,,,,,,,,,,,
544,4436,EX00255158,,,,,,,,,,,,
545,4436,EX00266561,,,,,,,,,,,,
546,4436,EX00266562,,,,,,,,,,,,
547,4436,EX00271233,,,,,,,,,,,,
548,4436,EX00338960,,,,,,,,,,,,
549,4436,EX00271234,,,,,,,,,,,,
550,4436,EX00322152,,,,,,,,,,,,
551,4436,EX00337246,,,,,,,,,,,,
552,4436,EX00337245,,,,,,,,,,,,
553,4436,EX00338961,,,,,,,,,,,,
554,4436,EX00338962,,,,,,,,,,,,
555,4436,EX00338965,,,,,,,,,,,,
556,4436,EX00344912,,,,,,,,,,,,
557,4436,EX00344946,,,,,,,,,,,,
558,4436,EX00349042,,,,,,,,,,,,
559,4436,EX00353152,,,,,,,,,,,,
560,4436,EX00353153,,,,,,,,,,,,
561,4436,EX00360069,,,,,,,,,,,,
562,4436,EX00360070,,,,,,,,,,,,
563,4436,EX00361767,,,,,,,,,,,,
564,4436,EX00360068,,,,,,,,,,,,
565,4436,EX00360071,,,,,,,,,,,,
566,4436,EX00362698,,,,,,,,,,,,
567,4436,EX00362700,,,,,,,,,,,,
568,4436,EX00362699,,,,,,,,,,,,
569,4437,EX00109900,,,,,,,,,,,,
570,4437,EX00109899,,,,,,,,,,,,
571,4437,EX00109901,,,,,,,,,,,,
572,4437,EX00119859,,,,,,,,,,,,
573,4437,EX00119860,,,,,,,,,,,,
574,4437,EX00119858,,,,,,,,,,,,
575,4437,EX00121839,,,,,,,,,,,,
576,4437,EX00121838,,,,,,,,,,,,
577,4437,EX00121837,,,,,,,,,,,,
578,4437,EX00121836,,,,,,,,,,,,
579,4437,EX00121840,,,,,,,,,,,,
580,4437,EX00124204,,,,,,,,,,,,
581,4437,EX00124203,,,,,,,,,,,,
582,4437,EX00124202,,,,,,,,,,,,
583,4437,EX00126533,,,,,,,,,,,,
584,4437,EX00126534,,,,,,,,,,,,
585,4437,EX00126535,,,,,,,,,,,,
586,4437,EX00131296,,,,,,,,,,,,
587,4437,EX00161127,,,,,,,,,,,,
588,4437,EX00212246,,,,,,,,,,,,
589,4437,EX00215364,,,,,,,,,,,,
590,4437,EX00218312,,,,,,,,,,,,
591,4437,EX00221520,,,,,,,,,,,,
592,4437,EX00225289,,,,,,,,,,,,
593,4437,EX00240100,,,,,,,,,,,,
594,4437,EX00246638,,,,,,,,,,,,
