,Respondent ID,Expense report data ID,Expense report reason,Expense report type,Expense report amount,Expense report date,Expense report transaction type,Expense report payment type,Income source data ID,Income source sub-type,debit acc,debit amt,credit acc,credit amt
15,4425,EX00122590,"Income Source 1 (Non-staff labour (maintenance, casual labor etc...))",Business Expense,1000.0,2021-05-07,,,IS00005780,AD - Printing / photocopying OT,miscellaneous expense,1000.0,cash,1000.0
16,4425,EX00122591,Income Source 1 (Raw materials),Business Expense,500.0,2021-05-08,,,IS00005780,AD - Printing / photocopying OT,purchases,500.0,cash,500.0
17,4425,EX00124502,"Income Source 1 (Maintenance, parts (non-labour maintenance costs))",Business Expense,4000.0,2021-05-14,,,IS00005780,AD - Printing / photocopying OT,miscellaneous expense,4000.0,cash,4000.0
18,4425,EX00124501,"Income Source 1 (Maintenance, parts (non-labour maintenance costs))",Business Expense,742.0,2021-05-14,,,IS00005780,AD - Printing / photocopying OT,miscellaneous expense,742.0,cash,742.0
19,4425,EX00126704,Income Source 1 (Raw materials),Business Expense,200.0,2021-05-20,,,IS00005780,AD - Printing / photocopying OT,purchases,200.0,cash,200.0
20,4425,EX00126705,Income Source 1 (Raw materials),Business Expense,1300.0,2021-05-21,,,IS00005780,AD - Printing / photocopying OT,purchases,1300.0,cash,1300.0
21,4425,EX00126706,Income Source 1 (Rent),Business Expense,6000.0,2021-05-24,,,IS00005780,AD - Printing / photocopying OT,rent expense,6000.0,cash,6000.0
22,4425,EX00129089,Income Source 1 (Raw materials),Business Expense,1200.0,2021-05-28,,,IS00005780,AD - Printing / photocopying OT,purchases,1200.0,cash,1200.0
23,4425,EX00129092,Income Source 1 (Other cost),Business Expense,1460.0,2021-05-31,,,IS00005780,AD - Printing / photocopying OT,miscellaneous expense,1460.0,cash,1460.0
24,4425,EX00129090,"Income Source 1 (Utility costs (electricity, water, …))",Business Expense,480.0,2021-05-31,,,IS00005780,AD - Printing / photocopying OT,utility expense,480.0,cash,480.0
25,4425,EX00130917,Income Source 1 (Rent),Business Expense,3000.0,2021-06-04,,,IS00005780,AD - Printing / photocopying OT,rent expense,3000.0,cash,3000.0
26,4425,EX00133624,"Income Source 1 (Professional services (accountants, recruitment services, advisors, …))",Business Expense,1795.0,2021-06-11,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,professional fees,1795.0,cash,1795.0
27,4425,EX00133625,Income Source 1 (Raw materials),Business Expense,1000.0,2021-06-14,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1000.0,cash,1000.0
28,4425,EX00136013,Income Source 1 (Raw materials),Business Expense,1300.0,2021-06-19,,,IS00005780,AD - Printing / photocopying OT,purchases,1300.0,cash,1300.0
29,4425,EX00138768,Income Source 1 (Raw materials),Business Expense,1037.0,2021-06-23,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1037.0,cash,1037.0
30,4425,EX00141817,Income Source 1 (Raw materials),Business Expense,1000.0,2021-06-28,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1000.0,cash,1000.0
31,4425,EX00141818,Income Source 1 (Rent),Business Expense,3000.0,2021-06-30,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,rent expense,3000.0,cash,3000.0
32,4425,EX00141819,Income Source 1 (Raw materials),Business Expense,1300.0,2021-07-02,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1300.0,cash,1300.0
33,4425,EX00145605,Income Source 1 (Rent),Business Expense,3000.0,2021-07-06,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,rent expense,3000.0,cash,3000.0
34,4425,EX00145607,Income Source 1 (Raw materials),Business Expense,1300.0,2021-07-09,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1300.0,cash,1300.0
35,4425,EX00145606,Income Source 1 (Raw materials),Business Expense,1000.0,2021-07-09,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1000.0,cash,1000.0
36,4425,EX00149968,Income Source 1 (Raw materials),Business Expense,1300.0,2021-07-13,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1300.0,cash,1300.0
37,4425,EX00148996,Income Source 1 (Raw materials),Business Expense,1300.0,2021-07-13,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1300.0,cash,1300.0
38,4425,EX00158509,Income Source 1 (Raw materials),Business Expense,2150.0,2021-07-28,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,2150.0,cash,2150.0
39,4425,EX00158520,"Income Source 1 (Utility costs (electricity, water, …))",Business Expense,420.0,2021-07-30,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,utility expense,420.0,cash,420.0
40,4425,EX00167483,Income Source 1 (Rent),Business Expense,3000.0,2021-08-02,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,rent expense,3000.0,cash,3000.0
41,4425,EX00167480,Income Source 1 (Raw materials),Business Expense,4000.0,2021-08-07,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,4000.0,cash,4000.0
42,4425,EX00167481,Income Source 1 (Raw materials),Business Expense,2000.0,2021-08-10,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,2000.0,cash,2000.0
43,4425,EX00167484,Health Expenses,Private Expense,41300.0,2021-08-12,Cash,Full payment,,,withdrawal,41300.0,cash,41300.0
44,4425,EX00167482,Income Source 1 (Raw materials),Business Expense,700.0,2021-08-12,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,700.0,cash,700.0
45,4425,EX00171420,"Income Source 1 (Transport, freight and storage/warehousing)",Business Expense,600.0,2021-08-17,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,transport expense,600.0,cash,600.0
46,4425,EX00171419,Income Source 1 (Raw materials),Business Expense,4000.0,2021-08-17,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,4000.0,cash,4000.0
47,4425,EX00171595,Food at home,Private Expense,2500.0,2021-08-17,Cash,Full payment,,,withdrawal,2500.0,cash,2500.0
48,4425,EX00171594,Income Source 1 (Raw materials),Business Expense,4600.0,2021-08-21,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,4600.0,cash,4600.0
49,4425,EX00176651,Electricity charges,Private Expense,850.0,2021-08-23,Cash,Full payment,,,withdrawal,850.0,cash,850.0
50,4425,EX00176652,Electricity charges,Private Expense,80.0,2021-08-26,Cash,Full payment,,,withdrawal,80.0,cash,80.0
51,4425,EX00179994,Water charges,Private Expense,88.0,2021-08-26,,Full payment,,,withdrawal,88.0,cash,88.0
52,4425,EX00179991,Income Source 1 (Raw materials),Business Expense,3500.0,2021-09-03,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,3500.0,cash,3500.0
53,4425,EX00179992,"Income Source 1 (Utility costs (electricity, water, …))",Business Expense,477.0,2021-09-04,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,utility expense,477.0,cash,477.0
54,4425,EX00180026,Food at home,Private Expense,3500.0,2021-09-04,Cash,Full payment,,,withdrawal,3500.0,cash,3500.0
55,4425,EX00179993,Electricity charges,Private Expense,487.0,2021-09-05,Cash,Full payment,,,withdrawal,487.0,cash,487.0
56,4425,EX00180004,School fees,Private Expense,4250.0,2021-09-05,Cash,Full payment,,,withdrawal,4250.0,cash,4250.0
57,4425,EX00185666,Income Source 1 (Taxes and other government fees),Business Expense,700.0,2021-09-06,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,tax expense,700.0,cash,700.0
58,4425,EX00185665,Food at home,Private Expense,2700.0,2021-09-09,Cash,Full payment,,,withdrawal,2700.0,cash,2700.0
59,4425,EX00185664,Food at home,Private Expense,4000.0,2021-09-09,Cash,Full payment,,,withdrawal,4000.0,cash,4000.0
60,4425,EX00190022,Income Source 1 (Raw materials),Business Expense,5000.0,2021-09-18,Cash,,IS00005780,AD - Printing / photocopying OT,purchases,5000.0,cash,5000.0
61,4425,EX00196107,Income Source 1 (Raw materials),Business Expense,700.0,2021-09-28,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,700.0,cash,700.0
62,4425,EX00199273,Income Source 1 (Raw materials),Business Expense,2620.0,2021-10-06,,,IS00005780,AD - Printing / photocopying OT,purchases,2620.0,cash,2620.0
63,4425,EX00199275,"Income Source 1 (Utility costs (electricity, water, …))",Business Expense,386.0,2021-10-07,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,utility expense,386.0,cash,386.0
64,4425,EX00202787,Food at home,Private Expense,2000.0,2021-10-07,Cash,Full payment,,,withdrawal,2000.0,cash,2000.0
65,4425,EX00202788,Electricity charges,Private Expense,650.0,2021-10-08,Cash,Full payment,,,withdrawal,650.0,cash,650.0
66,4425,EX00199274,Food at home,Private Expense,3500.0,2021-10-08,Cash,Full payment,,,withdrawal,3500.0,cash,3500.0
67,4425,EX00199276,Electricity charges,Private Expense,800.0,2021-10-08,Cash,Full payment,,,withdrawal,800.0,cash,800.0
68,4425,EX00207627,Income Source 1 (Raw materials),Business Expense,410.0,2021-10-22,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,410.0,cash,410.0
69,4425,EX00207629,Food at home,Private Expense,2500.0,2021-10-23,Cash,Full payment,,,withdrawal,2500.0,cash,2500.0
70,4425,EX00207628,Transportation (including fuel),Private Expense,600.0,2021-10-23,Cash,Full payment,,,withdrawal,600.0,cash,600.0
71,4425,EX00214581,Income Source 1 (Taxes and other government fees),Business Expense,1472.0,2021-11-03,,,IS00005780,AD - Printing / photocopying OT,tax expense,1472.0,cash,1472.0
72,4425,EX00214250,Income Source 1 (Taxes and other government fees),Business Expense,1472.0,2021-11-03,,,IS00005780,AD - Printing / photocopying OT,tax expense,1472.0,cash,1472.0
73,4425,EX00218754,Income Source 1 (Raw materials),Business Expense,5300.0,2021-11-13,,,IS00005780,AD - Printing / photocopying OT,purchases,5300.0,cash,5300.0
74,4425,EX00218755,"Income Source 1 (Running costs (cleaning products, drinking water, coffee/tea, toilet paper...))",Business Expense,4000.0,2021-11-13,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,miscellaneous expense,4000.0,cash,4000.0
75,4425,EX00220023,Income Source 1 (Raw materials),Business Expense,5360.0,2021-11-16,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,5360.0,cash,5360.0
76,4425,EX00224127,Income Source 1 (Fuel (for machines or vehicles)),Business Expense,800.0,2021-11-27,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,utility expense,800.0,cash,800.0
77,4425,EX00225353,Food at home,Private Expense,850.0,2021-11-27,Cash,Full payment,,,withdrawal,850.0,cash,850.0
78,4425,EX00225354,"Income Source 1 (Maintenance, parts (non-labour maintenance costs))",Business Expense,1310.0,2021-11-28,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,miscellaneous expense,1310.0,cash,1310.0
79,4425,EX00229100,"Income Source 2 (Maintenance, parts (non-labour maintenance costs))",Business Expense,6000.0,2021-12-06,Cash,Full payment,IS00008153,AM - transport services OT,miscellaneous expense,6000.0,cash,6000.0
80,4425,EX00229099,Income Source 1 (Raw materials),Business Expense,2700.0,2021-12-08,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,2700.0,cash,2700.0
81,4425,EX00229102,Income Source 1 (Other cost),Business Expense,1430.0,2021-12-11,,,IS00005780,AD - Printing / photocopying OT,miscellaneous expense,1430.0,cash,1430.0
82,4425,EX00229101,Food at home,Private Expense,1000.0,2021-12-11,Cash,Full payment,,,withdrawal,1000.0,cash,1000.0
83,4425,EX00233720,School fees,Private Expense,3350.0,2021-12-16,Cash,Full payment,,,withdrawal,3350.0,cash,3350.0
84,4425,EX00233719,Income Source 1 (Raw materials),Business Expense,5000.0,2021-12-18,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,5000.0,cash,5000.0
85,4425,EX00238078,"Income Source 2 (Maintenance, parts (non-labour maintenance costs))",Business Expense,620.0,2021-12-21,Cash,Full payment,IS00008153,AM - transport services OT,miscellaneous expense,620.0,cash,620.0
86,4425,EX00238077,Income Source 1 (Raw materials),Business Expense,600.0,2021-12-23,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,600.0,cash,600.0
87,4425,EX00238076,Income Source 1 (Raw materials),Business Expense,2500.0,2021-12-23,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,2500.0,cash,2500.0
88,4425,EX00253155,School fees,Private Expense,3400.0,2022-01-13,Bank transfer,Full payment,,,withdrawal,3400.0,cash,3400.0
89,4425,EX00256323,Income Source 1 (Rent),Business Expense,3000.0,2022-01-13,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,rent expense,3000.0,cash,3000.0
90,4425,EX00253154,Food at home,Private Expense,2000.0,2022-01-16,Cash,Full payment,,,withdrawal,2000.0,cash,2000.0
91,4425,EX00256322,Food at home,Private Expense,2420.0,2022-01-18,Cash,Full payment,,,withdrawal,2420.0,cash,2420.0
92,4425,EX00256321,Food at home,Private Expense,2420.0,2022-01-18,Cash,Full payment,,,withdrawal,2420.0,cash,2420.0
93,4425,EX00256319,Income Source 1 (Raw materials),Business Expense,1600.0,2022-01-21,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1600.0,cash,1600.0
94,4425,EX00256320,"Income Source 2 (Maintenance, parts (non-labour maintenance costs))",Business Expense,1350.0,2022-01-22,Cash,,IS00008153,AM - transport services OT,miscellaneous expense,1350.0,cash,1350.0
95,4425,EX00269047,"Income Source 1 (Maintenance, parts (non-labour maintenance costs))",Business Expense,2700.0,2022-01-26,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,miscellaneous expense,2700.0,cash,2700.0
96,4425,EX00264474,"Income Source 1 (Maintenance, parts (non-labour maintenance costs))",Business Expense,2700.0,2022-01-26,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,miscellaneous expense,2700.0,cash,2700.0
97,4425,EX00263873,Food at home,Private Expense,1200.0,2022-01-28,Cash,Full payment,,,withdrawal,1200.0,cash,1200.0
98,4425,EX00264555,Food at home,Private Expense,800.0,2022-01-29,Cash,Full payment,,,withdrawal,800.0,cash,800.0
99,4425,EX00268394,Income Source 1 (Raw materials),Business Expense,2000.0,2022-02-03,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,2000.0,cash,2000.0
100,4425,EX00271664,Food at home,Private Expense,500.0,2022-02-04,Cash,,,,withdrawal,500.0,cash,500.0
101,4425,EX00273096,Income Source 1 (Raw materials),Business Expense,1800.0,2022-02-09,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1800.0,cash,1800.0
102,4425,EX00273097,Food at home,Private Expense,1250.0,2022-02-12,Cash,Full payment,,,withdrawal,1250.0,cash,1250.0
103,4425,EX00324998,School fees,Private Expense,3400.0,2022-02-16,Bank transfer,Full payment,,,withdrawal,3400.0,cash,3400.0
104,4425,EX00338939,Income Source 1 (Raw materials),Business Expense,2000.0,2022-02-18,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,2000.0,cash,2000.0
105,4425,EX00324992,Income Source 1 (Raw materials),Business Expense,2000.0,2022-02-18,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,2000.0,cash,2000.0
106,4425,EX00324996,Food at home,Private Expense,1500.0,2022-02-19,Cash,Full payment,,,withdrawal,1500.0,cash,1500.0
107,4425,EX00338940,Food at home,Private Expense,1500.0,2022-02-19,Cash,Full payment,,,withdrawal,1500.0,cash,1500.0
108,4425,EX00342441,Food at home,Private Expense,2500.0,2022-03-07,Cash,Full payment,,,withdrawal,2500.0,cash,2500.0
109,4425,EX00342443,Income Source 1 (Other cost),Business Expense,4340.0,2022-03-08,,,IS00005780,AD - Printing / photocopying OT,miscellaneous expense,4340.0,cash,4340.0
110,4425,EX00342442,School expenses,Private Expense,1000.0,2022-03-10,Cash,Full payment,,,withdrawal,1000.0,cash,1000.0
111,4425,EX00342445,Electricity charges,Private Expense,212.0,2022-03-11,Mobile money,Full payment,,,withdrawal,212.0,cash,212.0
112,4425,EX00342444,"Income Source 1 (Utility costs (electricity, water, …))",Business Expense,220.0,2022-03-11,Mobile money,Full payment,IS00005780,AD - Printing / photocopying OT,utility expense,220.0,cash,220.0
113,4425,EX00346794,Income Source 1 (Raw materials),Business Expense,1002.0,2022-03-14,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1002.0,cash,1002.0
114,4425,EX00351505,Income Source 1 (Raw materials),Business Expense,800.0,2022-03-21,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,800.0,cash,800.0
115,4425,EX00351504,"Income Source 2 (Maintenance, parts (non-labour maintenance costs))",Business Expense,600.0,2022-03-22,Cash,Full payment,IS00008153,AM - transport services OT,miscellaneous expense,600.0,cash,600.0
116,4425,EX00351516,Electricity charges,Private Expense,180.0,2022-03-22,Cash,Full payment,,,withdrawal,180.0,cash,180.0
117,4425,EX00351517,Food at home,Private Expense,1870.0,2022-03-23,Cash,Full payment,,,withdrawal,1870.0,cash,1870.0
118,4425,EX00351508,"Income Source 2 (Maintenance, parts (non-labour maintenance costs))",Business Expense,3500.0,2022-03-25,Cash,Full payment,IS00008153,AM - transport services OT,miscellaneous expense,3500.0,cash,3500.0
119,4425,EX00357544,Food at home,Private Expense,3000.0,2022-03-31,Cash,Full payment,,,withdrawal,3000.0,cash,3000.0
120,4425,EX00357545,"Income Source 1 (Utility costs (electricity, water, …))",Business Expense,276.0,2022-04-01,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,utility expense,276.0,cash,276.0
121,4425,EX00357543,Income Source 1 (Raw materials),Business Expense,1000.0,2022-04-01,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,1000.0,cash,1000.0
122,4425,EX00357546,Income Source 1 (Rent),Business Expense,3000.0,2022-04-02,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,rent expense,3000.0,cash,3000.0
123,4425,EX00360106,Transportation (including fuel),Private Expense,6000.0,2022-04-06,Bank transfer,Full payment,,,withdrawal,6000.0,cash,6000.0
124,4425,EX00360104,Income Source 1 (Raw materials),Business Expense,2600.0,2022-04-07,Cash,Full payment,IS00005780,AD - Printing / photocopying OT,purchases,2600.0,cash,2600.0
125,4425,EX00360105,Food at home,Private Expense,2500.0,2022-04-07,Cash,Full payment,,,withdrawal,2500.0,cash,2500.0
126,4429,EX00109643,Income Source 1 (Raw materials),Business Expense,12000.0,2021-04-15,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,12000.0,cash,12000.0
127,4429,EX00113786,Income Source 1 (Raw materials),Business Expense,15600.0,2021-04-19,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,15600.0,cash,15600.0
128,4429,EX00113787,Income Source 1 (Raw materials),Business Expense,16000.0,2021-04-20,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,16000.0,cash,16000.0
129,4429,EX00113788,Income Source 1 (Raw materials),Business Expense,31200.0,2021-04-21,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,31200.0,cash,31200.0
130,4429,EX00121343,Income Source 1 (Raw materials),Business Expense,14960.0,2021-04-27,Bank transfer,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,14960.0,cash,14960.0
131,4429,EX00121342,Income Source 1 (Other payments to workers),Business Expense,25040.0,2021-04-29,Bank transfer,,IS00005883,EE-01 - Soap/liquid soap AP,salaries and wages,25040.0,cash,25040.0
132,4429,EX00134954,Income Source 1 (Raw materials),Business Expense,10000.0,2021-05-15,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,10000.0,cash,10000.0
133,4429,EX00134955,Income Source 1 (Raw materials),Business Expense,20000.0,2021-05-21,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,20000.0,cash,20000.0
134,4429,EX00134956,Income Source 1 (Taxes and other government fees),Business Expense,10358.0,2021-06-03,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,tax expense,10358.0,cash,10358.0
135,4429,EX00139764,Income Source 1 (Raw materials),Business Expense,6380.0,2021-06-22,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,6380.0,cash,6380.0
136,4429,EX00139765,Income Source 1 (Raw materials),Business Expense,55360.0,2021-06-28,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,55360.0,cash,55360.0
137,4429,EX00152884,Income Source 1 (Raw materials),Business Expense,31518.0,2021-07-01,cheque,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,31518.0,cash,31518.0
138,4429,EX00152885,Income Source 1 (Raw materials),Business Expense,25000.0,2021-07-07,Bank transfer,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,25000.0,cash,25000.0
139,4429,EX00152886,Income Source 1 (Raw materials),Business Expense,36100.0,2021-07-13,Bank transfer,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,36100.0,cash,36100.0
140,4429,EX00162684,Income Source 1 (Raw materials),Business Expense,4531.0,2021-07-14,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,4531.0,cash,4531.0
141,4429,EX00162685,Income Source 1 (Raw materials),Business Expense,9687.6,2021-07-15,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,9687.6,cash,9687.6
142,4429,EX00162686,Income Source 1 (Raw materials),Business Expense,14007.0,2021-07-16,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,14007.0,cash,14007.0
143,4429,EX00162689,Income Source 1 (Raw materials),Business Expense,2640.0,2021-07-17,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,2640.0,cash,2640.0
144,4429,EX00162687,Income Source 1 (Raw materials),Business Expense,54000.0,2021-07-17,Bank transfer,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,54000.0,cash,54000.0
145,4429,EX00162688,Income Source 1 (Raw materials),Business Expense,17100.0,2021-07-17,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,17100.0,cash,17100.0
146,4429,EX00162690,Income Source 1 (Raw materials),Business Expense,3720.0,2021-07-20,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,3720.0,cash,3720.0
147,4429,EX00162691,Income Source 1 (Raw materials),Business Expense,2160.0,2021-07-21,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,2160.0,cash,2160.0
148,4429,EX00162693,Income Source 1 (Raw materials),Business Expense,800.0,2021-07-22,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,800.0,cash,800.0
149,4429,EX00162692,Income Source 1 (Raw materials),Business Expense,1300.0,2021-07-22,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,1300.0,cash,1300.0
150,4429,EX00162694,Income Source 1 (Raw materials),Business Expense,3360.0,2021-07-24,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,3360.0,cash,3360.0
151,4429,EX00162695,Income Source 1 (Raw materials),Business Expense,3135.0,2021-07-24,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,3135.0,cash,3135.0
152,4429,EX00170918,Income Source 1 (Raw materials),Business Expense,10770.0,2021-08-06,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,10770.0,cash,10770.0
153,4429,EX00180926,Income Source 1 (Raw materials),Business Expense,3135.0,2021-08-16,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,3135.0,cash,3135.0
154,4429,EX00193756,Income Source 1 (Raw materials),Business Expense,7300.0,2021-08-26,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,7300.0,cash,7300.0
155,4429,EX00193757,Income Source 1 (Raw materials),Business Expense,2250.0,2021-09-01,Bank transfer,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,2250.0,cash,2250.0
156,4429,EX00193758,Income Source 1 (Raw materials),Business Expense,10030.0,2021-09-04,Bank transfer,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,10030.0,cash,10030.0
157,4429,EX00193759,Income Source 1 (Raw materials),Business Expense,2369.0,2021-09-08,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,2369.0,cash,2369.0
158,4429,EX00193760,Income Source 1 (Raw materials),Business Expense,1030.0,2021-09-17,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,1030.0,cash,1030.0
159,4429,EX00197204,Income Source 1 (Raw materials),Business Expense,1500.0,2021-09-22,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,1500.0,cash,1500.0
160,4429,EX00197205,Income Source 1 (Raw materials),Business Expense,2946.0,2021-09-28,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,2946.0,cash,2946.0
161,4429,EX00200277,Income Source 1 (Raw materials),Business Expense,2500.0,2021-10-01,Bank transfer,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,2500.0,cash,2500.0
162,4429,EX00200278,"Income Source 1 (Transport, freight and storage/warehousing)",Business Expense,900.0,2021-10-04,Cash,,IS00005883,EE-01 - Soap/liquid soap AP,transport expense,900.0,cash,900.0
163,4429,EX00207138,Income Source 1 (Raw materials),Business Expense,15000.0,2021-10-11,Bank transfer,,IS00005883,EE-01 - Soap/liquid soap AP,purchases,15000.0,cash,15000.0
