,Respondent ID,Income source data ID,Income source sub-type,Income report data ID,Income report income source name,Income report amount,Income report expected amount,Income report date received,Income report transaction type,Income report payment type,debit acc,debit amt,credit acc,credit amt
13,4425,IS00005780,AD - Printing / photocopying OT,IN00124414,Income Source 1,1780.0,,2021-04-29,,,Cash,1780.0,Sales,1780.0
14,4425,IS00005780,AD - Printing / photocopying OT,IN00124415,Income Source 1,1200.0,,2021-04-30,,,Cash,1200.0,Sales,1200.0
15,4425,IS00005780,AD - Printing / photocopying OT,IN00127356,Income Source 1,982.0,,2021-05-04,,,Cash,982.0,Sales,982.0
16,4425,IS00005780,AD - Printing / photocopying OT,IN00127357,Income Source 1,112.0,,2021-05-06,,,Cash,112.0,Sales,112.0
17,4425,IS00005780,AD - Printing / photocopying OT,IN00127358,Income Source 1,2160.0,,2021-05-07,,,Cash,2160.0,Sales,2160.0
18,4425,IS00005780,AD - Printing / photocopying OT,IN00127359,Income Source 1,1250.0,,2021-05-08,,,Cash,1250.0,Sales,1250.0
19,4425,IS00005780,AD - Printing / photocopying OT,IN00127360,Income Source 1,1850.0,,2021-05-10,,,Cash,1850.0,Sales,1850.0
20,4425,IS00005780,AD - Printing / photocopying OT,IN00129119,Income Source 1,1000.0,,2021-05-11,,,Cash,1000.0,Sales,1000.0
21,4425,IS00005780,AD - Printing / photocopying OT,IN00129120,Income Source 1,860.0,,2021-05-12,,,Cash,860.0,Sales,860.0
22,4425,IS00005780,AD - Printing / photocopying OT,IN00129121,Income Source 1,335.0,,2021-05-13,,,Cash,335.0,Sales,335.0
23,4425,IS00005780,AD - Printing / photocopying OT,IN00129122,Income Source 1,2000.0,,2021-05-14,,,Cash,2000.0,Sales,2000.0
24,4425,IS00005780,AD - Printing / photocopying OT,IN00129123,Income Source 1,1160.0,,2021-05-16,,,Cash,1160.0,Sales,1160.0
25,4425,IS00005780,AD - Printing / photocopying OT,IN00129124,Income Source 1,1920.0,,2021-05-17,,,Cash,1920.0,Sales,1920.0
26,4425,IS00005780,AD - Printing / photocopying OT,IN00131263,Income Source 1,2020.0,,2021-05-18,,,Cash,2020.0,Sales,2020.0
27,4425,IS00005780,AD - Printing / photocopying OT,IN00131264,Income Source 1,763.0,,2021-05-19,,,Cash,763.0,Sales,763.0
28,4425,IS00005780,AD - Printing / photocopying OT,IN00131265,Income Source 1,1767.0,,2021-05-20,,,Cash,1767.0,Sales,1767.0
29,4425,IS00005780,AD - Printing / photocopying OT,IN00131266,Income Source 1,1120.0,,2021-05-21,,,Cash,1120.0,Sales,1120.0
30,4425,IS00005780,AD - Printing / photocopying OT,IN00131267,Income Source 1,1496.0,,2021-05-22,,,Cash,1496.0,Sales,1496.0
31,4425,IS00005780,AD - Printing / photocopying OT,IN00131268,Income Source 1,1062.0,,2021-05-24,,,Cash,1062.0,Sales,1062.0
32,4425,IS00005780,AD - Printing / photocopying OT,IN00133320,Income Source 1,1350.0,,2021-05-25,,,Cash,1350.0,Sales,1350.0
33,4425,IS00005780,AD - Printing / photocopying OT,IN00133321,Income Source 1,2000.0,,2021-05-26,,,Cash,2000.0,Sales,2000.0
34,4425,IS00005780,AD - Printing / photocopying OT,IN00133322,Income Source 1,1410.0,,2021-05-27,,,Cash,1410.0,Sales,1410.0
35,4425,IS00005780,AD - Printing / photocopying OT,IN00133323,Income Source 1,660.0,,2021-05-28,,,Cash,660.0,Sales,660.0
36,4425,IS00005780,AD - Printing / photocopying OT,IN00133324,Income Source 1,1200.0,,2021-05-29,,,Cash,1200.0,Sales,1200.0
37,4425,IS00005780,AD - Printing / photocopying OT,IN00133325,Income Source 1,1680.0,,2021-05-31,,,Cash,1680.0,Sales,1680.0
38,4425,IS00005780,AD - Printing / photocopying OT,IN00135277,Income Source 1,1780.0,,2021-06-01,Cash,Full payment,Cash,1780.0,Sales,1780.0
39,4425,IS00005780,AD - Printing / photocopying OT,IN00135278,Income Source 1,1695.0,,2021-06-02,Cash,Full payment,Cash,1695.0,Sales,1695.0
40,4425,IS00005780,AD - Printing / photocopying OT,IN00135279,Income Source 1,2100.0,,2021-06-03,Cash,Full payment,Cash,2100.0,Sales,2100.0
41,4425,IS00005780,AD - Printing / photocopying OT,IN00135285,Income Source 1,1860.0,,2021-06-04,Cash,Full payment,Cash,1860.0,Sales,1860.0
42,4425,IS00005780,AD - Printing / photocopying OT,IN00135286,Income Source 1,1300.0,,2021-06-05,Cash,Full payment,Cash,1300.0,Sales,1300.0
43,4425,IS00005780,AD - Printing / photocopying OT,IN00135287,Income Source 1,1050.0,,2021-06-07,Cash,Full payment,Cash,1050.0,Sales,1050.0
44,4425,IS00005780,AD - Printing / photocopying OT,IN00137581,Income Source 1,1560.0,,2021-06-08,Cash,Full payment,Cash,1560.0,Sales,1560.0
45,4425,IS00005780,AD - Printing / photocopying OT,IN00137582,Income Source 1,2050.0,,2021-06-09,Cash,Full payment,Cash,2050.0,Sales,2050.0
46,4425,IS00005780,AD - Printing / photocopying OT,IN00137583,Income Source 1,2110.0,,2021-06-10,Cash,Full payment,Cash,2110.0,Sales,2110.0
47,4425,IS00005780,AD - Printing / photocopying OT,IN00137584,Income Source 1,1005.0,,2021-06-11,Cash,Full payment,Cash,1005.0,Sales,1005.0
48,4425,IS00005780,AD - Printing / photocopying OT,IN00137585,Income Source 1,2135.0,,2021-06-12,Cash,,Cash,2135.0,Sales,2135.0
49,4425,IS00005780,AD - Printing / photocopying OT,IN00137586,Income Source 1,1585.0,,2021-06-14,Cash,Full payment,Cash,1585.0,Sales,1585.0
50,4425,IS00005780,AD - Printing / photocopying OT,IN00139891,Income Source 1,1230.0,,2021-06-15,Cash,Full payment,Cash,1230.0,Sales,1230.0
51,4425,IS00005780,AD - Printing / photocopying OT,IN00139892,Income Source 1,495.0,,2021-06-16,Cash,Full payment,Cash,495.0,Sales,495.0
52,4425,IS00005780,AD - Printing / photocopying OT,IN00139893,Income Source 1,1440.0,,2021-06-17,Cash,Full payment,Cash,1440.0,Sales,1440.0
53,4425,IS00005780,AD - Printing / photocopying OT,IN00139894,Income Source 1,880.0,,2021-06-18,Cash,Full payment,Cash,880.0,Sales,880.0
54,4425,IS00005780,AD - Printing / photocopying OT,IN00139895,Income Source 1,900.0,,2021-06-19,Cash,Full payment,Cash,900.0,Sales,900.0
55,4425,IS00005780,AD - Printing / photocopying OT,IN00146062,Income Source 1,2155.0,,2021-06-21,Cash,Full payment,Cash,2155.0,Sales,2155.0
56,4425,IS00005780,AD - Printing / photocopying OT,IN00143127,Income Source 1,1300.0,,2021-06-22,Cash,Full payment,Cash,1300.0,Sales,1300.0
57,4425,IS00005780,AD - Printing / photocopying OT,IN00143135,Income Source 1,1380.0,,2021-06-23,Cash,Full payment,Cash,1380.0,Sales,1380.0
58,4425,IS00005780,AD - Printing / photocopying OT,IN00143136,Income Source 1,1500.0,,2021-06-24,Cash,Full payment,Cash,1500.0,Sales,1500.0
59,4425,IS00005780,AD - Printing / photocopying OT,IN00143137,Income Source 1,1315.0,,2021-06-25,Cash,Full payment,Cash,1315.0,Sales,1315.0
60,4425,IS00005780,AD - Printing / photocopying OT,IN00143138,Income Source 1,1500.0,,2021-06-26,Cash,Full payment,Cash,1500.0,Sales,1500.0
61,4425,IS00005780,AD - Printing / photocopying OT,IN00146060,Income Source 1,955.0,,2021-06-28,Cash,Full payment,Cash,955.0,Sales,955.0
62,4425,IS00005780,AD - Printing / photocopying OT,IN00146061,Income Source 1,1490.0,,2021-06-29,Cash,Full payment,Cash,1490.0,Sales,1490.0
63,4425,IS00005780,AD - Printing / photocopying OT,IN00146063,Income Source 1,1640.0,,2021-07-02,Cash,Full payment,Cash,1640.0,Sales,1640.0
64,4425,IS00005780,AD - Printing / photocopying OT,IN00146064,Income Source 1,3450.0,,2021-07-03,Cash,Full payment,Cash,3450.0,Sales,3450.0
65,4425,IS00005780,AD - Printing / photocopying OT,IN00146065,Income Source 1,4000.0,,2021-07-04,Cash,Full payment,Cash,4000.0,Sales,4000.0
66,4425,IS00005780,AD - Printing / photocopying OT,IN00150455,Income Source 1,3400.0,,2021-07-05,Cash,Full payment,Cash,3400.0,Sales,3400.0
67,4425,IS00005780,AD - Printing / photocopying OT,IN00150456,Income Source 1,1085.0,,2021-07-06,Cash,Full payment,Cash,1085.0,Sales,1085.0
68,4425,IS00005780,AD - Printing / photocopying OT,IN00150457,Income Source 1,2000.0,,2021-07-07,Cash,Full payment,Cash,2000.0,Sales,2000.0
69,4425,IS00005780,AD - Printing / photocopying OT,IN00151029,Income Source 1,2000.0,,2021-07-07,Cash,Full payment,Cash,2000.0,Sales,2000.0
70,4425,IS00005780,AD - Printing / photocopying OT,IN00151030,Income Source 1,1225.0,,2021-07-08,Cash,Full payment,Cash,1225.0,Sales,1225.0
71,4425,IS00005780,AD - Printing / photocopying OT,IN00150458,Income Source 1,1225.0,,2021-07-08,Cash,Full payment,Cash,1225.0,Sales,1225.0
72,4425,IS00005780,AD - Printing / photocopying OT,IN00150459,Income Source 1,1250.0,,2021-07-09,Cash,Full payment,Cash,1250.0,Sales,1250.0
73,4425,IS00005780,AD - Printing / photocopying OT,IN00150460,Income Source 1,1255.0,,2021-07-10,Cash,Full payment,Cash,1255.0,Sales,1255.0
74,4425,IS00005780,AD - Printing / photocopying OT,IN00154192,Income Source 1,1240.0,,2021-07-12,Cash,Full payment,Cash,1240.0,Sales,1240.0
75,4425,IS00005780,AD - Printing / photocopying OT,IN00154193,Income Source 1,1220.0,,2021-07-13,Cash,Full payment,Cash,1220.0,Sales,1220.0
76,4425,IS00005780,AD - Printing / photocopying OT,IN00154194,Income Source 1,1605.0,,2021-07-14,Cash,Full payment,Cash,1605.0,Sales,1605.0
77,4425,IS00005780,AD - Printing / photocopying OT,IN00154195,Income Source 1,1560.0,,2021-07-15,Cash,Full payment,Cash,1560.0,Sales,1560.0
78,4425,IS00005780,AD - Printing / photocopying OT,IN00154196,Income Source 1,2665.0,,2021-07-16,Cash,Full payment,Cash,2665.0,Sales,2665.0
79,4425,IS00005780,AD - Printing / photocopying OT,IN00154197,Income Source 1,1100.0,,2021-07-17,Cash,Full payment,Cash,1100.0,Sales,1100.0
80,4425,IS00005780,AD - Printing / photocopying OT,IN00161016,Income Source 1,1815.0,,2021-07-19,Cash,Full payment,Cash,1815.0,Sales,1815.0
81,4425,IS00005780,AD - Printing / photocopying OT,IN00161017,Income Source 1,760.0,,2021-07-20,Cash,Full payment,Cash,760.0,Sales,760.0
82,4425,IS00005780,AD - Printing / photocopying OT,IN00161018,Income Source 1,1855.0,,2021-07-21,Cash,Full payment,Cash,1855.0,Sales,1855.0
83,4425,IS00005780,AD - Printing / photocopying OT,IN00161025,Income Source 1,1090.0,,2021-07-22,Cash,Full payment,Cash,1090.0,Sales,1090.0
84,4425,IS00005780,AD - Printing / photocopying OT,IN00161026,Income Source 1,1235.0,,2021-07-23,Cash,Full payment,Cash,1235.0,Sales,1235.0
85,4425,IS00005780,AD - Printing / photocopying OT,IN00161027,Income Source 1,750.0,,2021-07-24,Cash,Full payment,Cash,750.0,Sales,750.0
86,4425,IS00005780,AD - Printing / photocopying OT,IN00165010,Income Source 1,1465.0,,2021-07-27,Cash,Full payment,Cash,1465.0,Sales,1465.0
87,4425,IS00005780,AD - Printing / photocopying OT,IN00165011,Income Source 1,1290.0,,2021-07-28,Cash,Full payment,Cash,1290.0,Sales,1290.0
88,4425,IS00005780,AD - Printing / photocopying OT,IN00165012,Income Source 1,1515.0,,2021-07-29,Cash,Full payment,Cash,1515.0,Sales,1515.0
89,4425,IS00005780,AD - Printing / photocopying OT,IN00165013,Income Source 1,1495.0,,2021-07-30,Cash,Full payment,Cash,1495.0,Sales,1495.0
90,4425,IS00005780,AD - Printing / photocopying OT,IN00165043,Income Source 1,1620.0,,2021-07-31,Cash,Full payment,Cash,1620.0,Sales,1620.0
91,4425,IS00005780,AD - Printing / photocopying OT,IN00169622,Income Source 1,1880.0,,2021-08-02,Cash,Full payment,Cash,1880.0,Sales,1880.0
92,4425,IS00005780,AD - Printing / photocopying OT,IN00169623,Income Source 1,1115.0,,2021-08-03,Cash,Full payment,Cash,1115.0,Sales,1115.0
93,4425,IS00005780,AD - Printing / photocopying OT,IN00169624,Income Source 1,975.0,,2021-08-04,Cash,Full payment,Cash,975.0,Sales,975.0
94,4425,IS00005780,AD - Printing / photocopying OT,IN00169625,Income Source 1,1315.0,,2021-08-05,Cash,Full payment,Cash,1315.0,Sales,1315.0
95,4425,IS00005780,AD - Printing / photocopying OT,IN00169626,Income Source 1,930.0,,2021-08-06,Cash,Full payment,Cash,930.0,Sales,930.0
96,4425,IS00005780,AD - Printing / photocopying OT,IN00169627,Income Source 1,1140.0,,2021-08-07,Cash,Full payment,Cash,1140.0,Sales,1140.0
97,4425,IS00005780,AD - Printing / photocopying OT,IN00174916,Income Source 1,1240.0,,2021-08-10,Cash,Full payment,Cash,1240.0,Sales,1240.0
98,4425,IS00005780,AD - Printing / photocopying OT,IN00174924,Income Source 1,910.0,,2021-08-10,Cash,Full payment,Cash,910.0,Sales,910.0
99,4425,IS00005780,AD - Printing / photocopying OT,IN00174925,Income Source 1,1355.0,,2021-08-11,Cash,Full payment,Cash,1355.0,Sales,1355.0
100,4425,IS00005780,AD - Printing / photocopying OT,IN00174926,Income Source 1,1025.0,,2021-08-12,Cash,Full payment,Cash,1025.0,Sales,1025.0
101,4425,IS00005780,AD - Printing / photocopying OT,IN00174927,Income Source 1,585.0,,2021-08-13,Cash,Full payment,Cash,585.0,Sales,585.0
102,4425,IS00005780,AD - Printing / photocopying OT,IN00174928,Income Source 1,1310.0,,2021-08-14,Cash,Full payment,Cash,1310.0,Sales,1310.0
103,4425,IS00005780,AD - Printing / photocopying OT,IN00179295,Income Source 1,1440.0,,2021-08-16,Cash,Full payment,Cash,1440.0,Sales,1440.0
104,4425,IS00005780,AD - Printing / photocopying OT,IN00179296,Income Source 1,2010.0,,2021-08-17,Cash,Full payment,Cash,2010.0,Sales,2010.0
105,4425,IS00005780,AD - Printing / photocopying OT,IN00179297,Income Source 1,1900.0,,2021-08-19,Cash,Full payment,Cash,1900.0,Sales,1900.0
106,4425,IS00005780,AD - Printing / photocopying OT,IN00179298,Income Source 1,1755.0,,2021-08-19,Cash,Full payment,Cash,1755.0,Sales,1755.0
107,4425,IS00005780,AD - Printing / photocopying OT,IN00179299,Income Source 1,1550.0,,2021-08-20,Cash,Full payment,Cash,1550.0,Sales,1550.0
108,4425,IS00005780,AD - Printing / photocopying OT,IN00179300,Income Source 1,660.0,,2021-08-21,Cash,Full payment,Cash,660.0,Sales,660.0
109,4425,IS00005780,AD - Printing / photocopying OT,IN00185483,Income Source 1,1660.0,,2021-08-23,Cash,Full payment,Cash,1660.0,Sales,1660.0
110,4425,IS00005780,AD - Printing / photocopying OT,IN00185484,Income Source 1,600.0,,2021-08-24,Cash,Full payment,Cash,600.0,Sales,600.0
111,4425,IS00005780,AD - Printing / photocopying OT,IN00185485,Income Source 1,465.0,,2021-08-25,Cash,Full payment,Cash,465.0,Sales,465.0
112,4425,IS00005780,AD - Printing / photocopying OT,IN00185486,Income Source 1,1430.0,,2021-08-26,Cash,Full payment,Cash,1430.0,Sales,1430.0
113,4425,IS00005780,AD - Printing / photocopying OT,IN00185487,Income Source 1,640.0,,2021-08-27,Cash,Full payment,Cash,640.0,Sales,640.0
114,4425,IS00005780,AD - Printing / photocopying OT,IN00185488,Income Source 1,695.0,,2021-08-28,Cash,Full payment,Cash,695.0,Sales,695.0
115,4425,IS00005780,AD - Printing / photocopying OT,IN00189177,Income Source 1,1380.0,,2021-08-30,Cash,Full payment,Cash,1380.0,Sales,1380.0
116,4425,IS00005780,AD - Printing / photocopying OT,IN00189178,Income Source 1,1600.0,,2021-08-31,Cash,Full payment,Cash,1600.0,Sales,1600.0
117,4425,IS00005780,AD - Printing / photocopying OT,IN00189179,Income Source 1,915.0,,2021-09-01,Cash,Full payment,Cash,915.0,Sales,915.0
118,4425,IS00005780,AD - Printing / photocopying OT,IN00189180,Income Source 1,1200.0,,2021-09-02,Cash,Full payment,Cash,1200.0,Sales,1200.0
119,4425,IS00005780,AD - Printing / photocopying OT,IN00189181,Income Source 1,1500.0,,2021-09-02,Cash,Full payment,Cash,1500.0,Sales,1500.0
120,4425,IS00005780,AD - Printing / photocopying OT,IN00189191,Income Source 1,1235.0,,2021-09-04,Cash,Full payment,Cash,1235.0,Sales,1235.0
121,4425,IS00005780,AD - Printing / photocopying OT,IN00197946,Income Source 1,1350.0,,2021-09-06,Cash,Full payment,Cash,1350.0,Sales,1350.0
122,4425,IS00005780,AD - Printing / photocopying OT,IN00197947,Income Source 1,2600.0,,2021-09-07,Cash,Full payment,Cash,2600.0,Sales,2600.0
123,4425,IS00005780,AD - Printing / photocopying OT,IN00197950,Income Source 1,1310.0,,2021-09-09,Cash,Full payment,Cash,1310.0,Sales,1310.0
124,4425,IS00005780,AD - Printing / photocopying OT,IN00198552,Income Source 1,9000.0,,2021-09-09,Bank transfer,Full payment,Cash,9000.0,Sales,9000.0
125,4425,IS00005780,AD - Printing / photocopying OT,IN00197951,Income Source 1,1100.0,,2021-09-10,Cash,Full payment,Cash,1100.0,Sales,1100.0
126,4425,IS00005780,AD - Printing / photocopying OT,IN00203134,Income Source 1,1905.0,,2021-09-13,Cash,Full payment,Cash,1905.0,Sales,1905.0
127,4425,IS00005780,AD - Printing / photocopying OT,IN00203135,Income Source 1,1050.0,,2021-09-14,Cash,Full payment,Cash,1050.0,Sales,1050.0
128,4425,IS00005780,AD - Printing / photocopying OT,IN00203136,Income Source 1,1550.0,,2021-09-15,Cash,Full payment,Cash,1550.0,Sales,1550.0
129,4425,IS00005780,AD - Printing / photocopying OT,IN00203137,Income Source 1,1210.0,,2021-09-16,Cash,Full payment,Cash,1210.0,Sales,1210.0
130,4425,IS00005780,AD - Printing / photocopying OT,IN00203138,Income Source 1,1045.0,,2021-09-17,Cash,Full payment,Cash,1045.0,Sales,1045.0
131,4425,IS00005780,AD - Printing / photocopying OT,IN00203139,Income Source 1,780.0,,2021-09-18,Cash,Full payment,Cash,780.0,Sales,780.0
132,4425,IS00005780,AD - Printing / photocopying OT,IN00206659,Income Source 1,1460.0,,2021-09-19,Cash,Full payment,Cash,1460.0,Sales,1460.0
133,4425,IS00005780,AD - Printing / photocopying OT,IN00206660,Income Source 1,630.0,,2021-09-20,Cash,Full payment,Cash,630.0,Sales,630.0
134,4425,IS00005780,AD - Printing / photocopying OT,IN00206661,Income Source 1,2165.0,,2021-09-21,Cash,Full payment,Cash,2165.0,Sales,2165.0
135,4425,IS00005780,AD - Printing / photocopying OT,IN00206662,Income Source 1,1565.0,,2021-09-23,Cash,Full payment,Cash,1565.0,Sales,1565.0
136,4425,IS00005780,AD - Printing / photocopying OT,IN00206663,Income Source 1,1225.0,,2021-09-24,Cash,Full payment,Cash,1225.0,Sales,1225.0
137,4425,IS00005780,AD - Printing / photocopying OT,IN00206664,Income Source 1,1080.0,,2021-09-25,Cash,Full payment,Cash,1080.0,Sales,1080.0
138,4425,IS00005780,AD - Printing / photocopying OT,IN00208934,Income Source 1,2150.0,,2021-09-28,Cash,Full payment,Cash,2150.0,Sales,2150.0
139,4425,IS00005780,AD - Printing / photocopying OT,IN00208935,Income Source 1,1000.0,,2021-09-29,Cash,Full payment,Cash,1000.0,Sales,1000.0
140,4425,IS00005780,AD - Printing / photocopying OT,IN00208936,Income Source 1,1390.0,,2021-09-30,Cash,Full payment,Cash,1390.0,Sales,1390.0
141,4425,IS00005780,AD - Printing / photocopying OT,IN00208937,Income Source 1,1150.0,,2021-10-01,Cash,Full payment,Cash,1150.0,Sales,1150.0
142,4425,IS00005780,AD - Printing / photocopying OT,IN00212094,Income Source 1,1200.0,,2021-10-04,Cash,Full payment,Cash,1200.0,Sales,1200.0
143,4425,IS00005780,AD - Printing / photocopying OT,IN00212095,Income Source 1,1355.0,,2021-10-05,Cash,Full payment,Cash,1355.0,Sales,1355.0
144,4425,IS00005780,AD - Printing / photocopying OT,IN00212096,Income Source 1,1110.0,,2021-10-06,Cash,Full payment,Cash,1110.0,Sales,1110.0
145,4425,IS00005780,AD - Printing / photocopying OT,IN00212097,Income Source 1,1050.0,,2021-10-07,Cash,Full payment,Cash,1050.0,Sales,1050.0
146,4425,IS00005780,AD - Printing / photocopying OT,IN00212098,Income Source 1,1210.0,,2021-10-08,Cash,Full payment,Cash,1210.0,Sales,1210.0
147,4425,IS00005780,AD - Printing / photocopying OT,IN00212099,Income Source 1,640.0,,2021-10-09,Cash,Full payment,Cash,640.0,Sales,640.0
148,4425,IS00005780,AD - Printing / photocopying OT,IN00215518,Income Source 1,1575.0,,2021-10-11,Cash,Full payment,Cash,1575.0,Sales,1575.0
149,4425,IS00005780,AD - Printing / photocopying OT,IN00215519,Income Source 1,1700.0,,2021-10-12,Cash,Full payment,Cash,1700.0,Sales,1700.0
150,4425,IS00005780,AD - Printing / photocopying OT,IN00215520,Income Source 1,1620.0,,2021-10-13,Cash,Full payment,Cash,1620.0,Sales,1620.0
151,4425,IS00005780,AD - Printing / photocopying OT,IN00215521,Income Source 1,1400.0,,2021-10-14,Cash,Full payment,Cash,1400.0,Sales,1400.0
152,4425,IS00005780,AD - Printing / photocopying OT,IN00215522,Income Source 1,1905.0,,2021-10-15,Cash,Full payment,Cash,1905.0,Sales,1905.0
153,4425,IS00005780,AD - Printing / photocopying OT,IN00215523,Income Source 1,2000.0,,2021-10-16,Cash,Full payment,Cash,2000.0,Sales,2000.0
154,4425,IS00005780,AD - Printing / photocopying OT,IN00220010,Income Source 1,664.0,,2021-10-18,Cash,Full payment,Cash,664.0,Sales,664.0
155,4425,IS00005780,AD - Printing / photocopying OT,IN00220011,Income Source 1,1118.0,,2021-10-19,Cash,Full payment,Cash,1118.0,Sales,1118.0
156,4425,IS00005780,AD - Printing / photocopying OT,IN00220012,Income Source 1,814.0,,2021-10-20,Cash,Full payment,Cash,814.0,Sales,814.0
157,4425,IS00005780,AD - Printing / photocopying OT,IN00220013,Income Source 1,825.0,,2021-10-21,Cash,Full payment,Cash,825.0,Sales,825.0
158,4425,IS00005780,AD - Printing / photocopying OT,IN00220014,Income Source 1,1449.0,,2021-10-22,Cash,Full payment,Cash,1449.0,Sales,1449.0
159,4425,IS00005780,AD - Printing / photocopying OT,IN00220015,Income Source 1,786.0,,2021-10-23,Cash,Full payment,Cash,786.0,Sales,786.0
160,4425,IS00005780,AD - Printing / photocopying OT,IN00223995,Income Source 1,6175.0,,2021-10-30,Cash,Full payment,Cash,6175.0,Sales,6175.0
161,4425,IS00005780,AD - Printing / photocopying OT,IN00227770,Income Source 1,8315.0,,2021-11-06,Cash,Full payment,Cash,8315.0,Sales,8315.0
162,4425,IS00005780,AD - Printing / photocopying OT,IN00228130,Income Source 1,8315.0,,2021-11-06,Cash,Full payment,Cash,8315.0,Sales,8315.0
163,4425,IS00005780,AD - Printing / photocopying OT,IN00233495,Income Source 1,10105.0,,2021-11-15,Cash,Full payment,Cash,10105.0,Sales,10105.0
164,4425,IS00005780,AD - Printing / photocopying OT,IN00234905,Income Source 1,9770.0,,2021-11-20,Cash,Full payment,Cash,9770.0,Sales,9770.0
165,4425,IS00005780,AD - Printing / photocopying OT,IN00238452,Income Source 1,9275.0,,2021-11-27,Cash,Full payment,Cash,9275.0,Sales,9275.0
166,4425,IS00005780,AD - Printing / photocopying OT,IN00240776,Income Source 1,6045.0,,2021-12-04,Cash,,Cash,6045.0,Sales,6045.0
167,4425,IS00005780,AD - Printing / photocopying OT,IN00243518,Income Source 1,7815.0,,2021-12-11,Cash,Full payment,Cash,7815.0,Sales,7815.0
168,4425,IS00005780,AD - Printing / photocopying OT,IN00248280,Income Source 1,17000.0,,2021-12-18,cheque,Full payment,Cash,17000.0,Sales,17000.0
169,4425,IS00005780,AD - Printing / photocopying OT,IN00248299,Income Source 1,10605.0,,2021-12-18,Cash,Full payment,Cash,10605.0,Sales,10605.0
170,4425,IS00005780,AD - Printing / photocopying OT,IN00253328,Income Source 1,9945.0,,2021-12-25,Cash,Full payment,Cash,9945.0,Sales,9945.0
171,4425,IS00005780,AD - Printing / photocopying OT,IN00255744,Income Source 1,8265.0,,2022-01-01,Cash,Full payment,Cash,8265.0,Sales,8265.0
172,4425,IS00005780,AD - Printing / photocopying OT,IN00259541,Income Source 1,8890.0,,2022-01-07,Cash,Full payment,Cash,8890.0,Sales,8890.0
173,4425,IS00005780,AD - Printing / photocopying OT,IN00267115,Income Source 1,11625.0,,2022-01-10,Cash,Full payment,Cash,11625.0,Sales,11625.0
174,4425,IS00005780,AD - Printing / photocopying OT,IN00270289,Income Source 1,7020.0,,2022-01-22,Cash,Full payment,Cash,7020.0,Sales,7020.0
175,4425,IS00005780,AD - Printing / photocopying OT,IN00276741,Income Source 1,10200.0,,2022-01-29,Cash,Full payment,Cash,10200.0,Sales,10200.0
176,4425,IS00005780,AD - Printing / photocopying OT,IN00281868,Income Source 1,9925.0,,2022-02-06,Cash,Full payment,Cash,9925.0,Sales,9925.0
177,4425,IS00005780,AD - Printing / photocopying OT,IN00285617,Income Source 1,8503.0,,2022-02-12,Cash,Full payment,Cash,8503.0,Sales,8503.0
178,4425,IS00005780,AD - Printing / photocopying OT,IN00304806,Income Source 1,10190.0,,2022-02-21,Cash,Full payment,Cash,10190.0,Sales,10190.0
179,4425,IS00005780,AD - Printing / photocopying OT,IN00317029,Income Source 1,10190.0,,2022-02-21,Cash,Full payment,Cash,10190.0,Sales,10190.0
180,4425,IS00005780,AD - Printing / photocopying OT,IN00313037,Income Source 1,12435.0,,2022-02-26,Cash,Full payment,Cash,12435.0,Sales,12435.0
