,Respondent ID,Account report data ID,Account report deposit/withdrawal,Account report amount,Account report data type,Account report date created,debit acc,debit amt,credit acc,credit amt
68,4425,AR00041818,Deposited,1640.0,Income,2021-07-05,,,,
69,4425,AR00041824,Deposited,4000.0,Income,2021-07-05,,,,
70,4425,AR00041823,Deposited,3000.0,Account,2021-07-05,cash,3000.0,equity,3000.0
71,4425,AR00045210,Deposited,3400.0,Income,2021-07-14,,,,
72,4425,AR00121495,Withdrawn,2500.0,Employee Payment,2021-07-14,,,,
73,4425,AR00042476,Deposited,9690.0,Account,2021-07-07,cash,9690.0,equity,9690.0
74,4425,AR00103521,Withdrawn,3000.0,Expense,2021-07-14,,,,
75,4425,AR00045211,Deposited,1085.0,Income,2021-07-14,,,,
76,4425,AR00045213,Deposited,2000.0,Income,2021-07-14,,,,
77,4425,AR00045214,Deposited,1225.0,Income,2021-07-14,,,,
78,4425,AR00103522,Withdrawn,1000.0,Expense,2021-07-14,,,,
79,4425,AR00045215,Deposited,1250.0,Income,2021-07-14,,,,
80,4425,AR00103523,Withdrawn,1300.0,Expense,2021-07-14,,,,
81,4425,AR00045216,Deposited,3000.0,Account,2021-07-14,cash,3000.0,equity,3000.0
82,4425,AR00050692,Deposited,1240.0,Income,2021-07-19,,,,
83,4425,AR00105347,Withdrawn,1300.0,Expense,2021-07-19,,,,
84,4425,AR00105348,Withdrawn,1300.0,Expense,2021-07-19,,,,
85,4425,AR00050693,Deposited,1220.0,Income,2021-07-19,,,,
86,4425,AR00050694,Deposited,1605.0,Income,2021-07-19,,,,
87,4425,AR00050699,Deposited,2665.0,Income,2021-07-19,,,,
88,4425,AR00050700,Deposited,1100.0,Income,2021-07-19,,,,
89,4425,AR00050701,Deposited,3000.0,Account,2021-07-19,cash,3000.0,equity,3000.0
90,4425,AR00058042,Deposited,1815.0,Income,2021-07-28,,,,
91,4425,AR00058043,Deposited,760.0,Income,2021-07-28,,,,
92,4425,AR00058044,Deposited,1855.0,Income,2021-07-28,,,,
93,4425,AR00058060,Deposited,1090.0,Income,2021-07-28,,,,
94,4425,AR00058061,Deposited,1235.0,Income,2021-07-28,,,,
95,4425,AR00058062,Deposited,750.0,Income,2021-07-28,,,,
96,4425,AR00058063,Deposited,3000.0,Account,2021-07-28,cash,3000.0,equity,3000.0
97,4425,AR00062497,Deposited,1465.0,Income,2021-08-02,,,,
98,4425,AR00109026,Withdrawn,2150.0,Expense,2021-08-02,,,,
99,4425,AR00062498,Deposited,1290.0,Income,2021-08-02,,,,
100,4425,AR00062499,Deposited,1515.0,Income,2021-08-02,,,,
101,4425,AR00109031,Withdrawn,420.0,Expense,2021-08-02,,,,
102,4425,AR00062500,Deposited,1495.0,Income,2021-08-02,,,,
103,4425,AR00062505,Deposited,1620.0,Income,2021-08-02,,,,
104,4425,AR00067028,Deposited,3000.0,Account,2021-08-10,cash,3000.0,equity,3000.0
105,4425,AR00062501,Deposited,3000.0,Account,2021-08-02,cash,3000.0,equity,3000.0
106,4425,AR00066585,Deposited,1880.0,Income,2021-08-09,,,,
107,4425,AR00112174,Withdrawn,3000.0,Expense,2021-08-16,,,,
108,4425,AR00066586,Deposited,1115.0,Income,2021-08-09,,,,
109,4425,AR00066587,Deposited,975.0,Income,2021-08-09,,,,
110,4425,AR00066588,Deposited,1315.0,Income,2021-08-09,,,,
111,4425,AR00066589,Deposited,930.0,Income,2021-08-09,,,,
112,4425,AR00066590,Deposited,1140.0,Income,2021-08-09,,,,
113,4425,AR00123653,Withdrawn,2500.0,Employee Payment,2021-08-16,,,,
114,4425,AR00112171,Withdrawn,4000.0,Expense,2021-08-16,,,,
115,4425,AR00123652,Withdrawn,1500.0,Employee Payment,2021-08-16,,,,
116,4425,AR00073109,Deposited,910.0,Income,2021-08-16,,,,
117,4425,AR00112172,Withdrawn,2000.0,Expense,2021-08-16,,,,
118,4425,AR00073107,Deposited,1240.0,Income,2021-08-16,,,,
119,4425,AR00073110,Deposited,1355.0,Income,2021-08-16,,,,
120,4425,AR00112173,Withdrawn,700.0,Expense,2021-08-16,,,,
121,4425,AR00073119,Withdrawn,55000.0,Account,2021-08-16,withdrawal,55000.0,cash,55000.0
122,4425,AR00073111,Deposited,1025.0,Income,2021-08-16,,,,
123,4425,AR00112175,Withdrawn,41300.0,Expense,2021-08-16,,,,
124,4425,AR00073112,Deposited,585.0,Income,2021-08-16,,,,
125,4425,AR00073113,Deposited,1310.0,Income,2021-08-16,,,,
126,4425,AR00137737,Deposited,15000.0,Account,2021-09-13,cash,15000.0,equity,15000.0
127,4425,AR00078442,Deposited,1440.0,Income,2021-08-23,,,,
128,4425,AR00113682,Withdrawn,600.0,Expense,2021-08-23,,,,
129,4425,AR00113686,Withdrawn,2500.0,Expense,2021-08-23,,,,
130,4425,AR00113681,Withdrawn,4000.0,Expense,2021-08-23,,,,
131,4425,AR00078443,Deposited,2010.0,Income,2021-08-23,,,,
132,4425,AR00078444,Deposited,1900.0,Income,2021-08-23,,,,
133,4425,AR00078445,Deposited,1755.0,Income,2021-08-23,,,,
134,4425,AR00078446,Deposited,1550.0,Income,2021-08-23,,,,
135,4425,AR00078447,Deposited,660.0,Income,2021-08-23,,,,
136,4425,AR00113685,Withdrawn,4600.0,Expense,2021-08-23,,,,
137,4425,AR00078441,Deposited,3000.0,Account,2021-08-23,cash,3000.0,equity,3000.0
138,4425,AR00115402,Withdrawn,850.0,Expense,2021-08-31,,,,
139,4425,AR00085466,Deposited,1660.0,Income,2021-08-31,,,,
140,4425,AR00085467,Deposited,600.0,Income,2021-08-31,,,,
141,4425,AR00085468,Deposited,465.0,Income,2021-08-31,,,,
142,4425,AR00085469,Deposited,1430.0,Income,2021-08-31,,,,
143,4425,AR00115403,Withdrawn,80.0,Expense,2021-08-31,,,,
144,4425,AR00116750,Withdrawn,88.0,Expense,2021-09-06,,,,
145,4425,AR00085470,Deposited,640.0,Income,2021-08-31,,,,
146,4425,AR00085471,Deposited,695.0,Income,2021-08-31,,,,
147,4425,AR00085500,Withdrawn,16000.0,Account,2021-08-31,withdrawal,16000.0,cash,16000.0
148,4425,AR00085501,Deposited,3000.0,Account,2021-08-31,cash,3000.0,equity,3000.0
149,4425,AR00090859,Deposited,1380.0,Income,2021-09-06,,,,
150,4425,AR00090922,Withdrawn,10000.0,Account,2021-09-06,withdrawal,10000.0,cash,10000.0
151,4425,AR00090860,Deposited,1600.0,Income,2021-09-06,,,,
152,4425,AR00090861,Deposited,915.0,Income,2021-09-06,,,,
153,4425,AR00090863,Deposited,1500.0,Income,2021-09-06,,,,
154,4425,AR00090862,Deposited,1200.0,Income,2021-09-06,,,,
155,4425,AR00116747,Withdrawn,3500.0,Expense,2021-09-06,,,,
156,4425,AR00090864,Deposited,1235.0,Income,2021-09-06,,,,
157,4425,AR00116748,Withdrawn,477.0,Expense,2021-09-06,,,,
158,4425,AR00116778,Withdrawn,3500.0,Expense,2021-09-06,,,,
159,4425,AR00116749,Withdrawn,487.0,Expense,2021-09-06,,,,
160,4425,AR00090873,Deposited,3000.0,Account,2021-09-06,cash,3000.0,equity,3000.0
161,4425,AR00116760,Withdrawn,4250.0,Expense,2021-09-06,,,,
162,4425,AR00137735,Deposited,1350.0,Income,2021-09-13,,,,
163,4425,AR00137739,Withdrawn,2500.0,Employee Payment,2021-09-13,,,,
164,4425,AR00137826,Withdrawn,4000.0,Employee Payment,2021-09-13,,,,
165,4425,AR00137809,Withdrawn,700.0,Expense,2021-09-13,,,,
166,4425,AR00137736,Deposited,2600.0,Income,2021-09-13,,,,
167,4425,AR00137808,Withdrawn,2700.0,Expense,2021-09-13,,,,
168,4425,AR00225769,Deposited,9000.0,Income,2021-09-13,,,,
169,4425,AR00137738,Withdrawn,10000.0,Account,2021-09-13,withdrawal,10000.0,cash,10000.0
170,4425,AR00137807,Withdrawn,4000.0,Expense,2021-09-13,,,,
171,4425,AR00137740,Withdrawn,800.0,Employee Payment,2021-09-13,,,,
172,4425,AR00137741,Deposited,1310.0,Income,2021-09-13,,,,
173,4425,AR00137806,Deposited,45000.0,Account,2021-09-13,cash,45000.0,equity,45000.0
174,4425,AR00137742,Deposited,1100.0,Income,2021-09-13,,,,
175,4425,AR00137743,Withdrawn,3000.0,Account,2021-09-13,withdrawal,3000.0,cash,3000.0
176,4425,AR00144855,Deposited,1905.0,Income,2021-09-20,,,,
177,4425,AR00144856,Deposited,1050.0,Income,2021-09-20,,,,
178,4425,AR00144858,Deposited,1550.0,Income,2021-09-20,,,,
179,4425,AR00144859,Deposited,1210.0,Income,2021-09-20,,,,
180,4425,AR00150538,Deposited,12373.5,Account,2021-09-28,cash,12373.5,equity,12373.5
181,4425,AR00144843,Withdrawn,45.0,Account,2021-09-20,withdrawal,45.0,cash,45.0
182,4425,AR00144860,Deposited,780.0,Income,2021-09-20,,,,
183,4425,AR00144854,Withdrawn,5000.0,Expense,2021-09-20,,,,
184,4425,AR00144844,Deposited,3000.0,Account,2021-09-20,cash,3000.0,equity,3000.0
185,4425,AR00150511,Deposited,1460.0,Income,2021-09-28,,,,
186,4425,AR00158732,Withdrawn,5000.0,Loan Given,2021-10-11,,,,
187,4425,AR00150512,Deposited,630.0,Income,2021-09-28,,,,
188,4425,AR00150539,Withdrawn,12000.0,Account,2021-09-28,withdrawal,12000.0,cash,12000.0
189,4425,AR00152262,Withdrawn,12000.0,Account,2021-09-28,withdrawal,12000.0,cash,12000.0
190,4425,AR00150513,Deposited,2165.0,Income,2021-09-28,,,,
191,4425,AR00150514,Deposited,1565.0,Income,2021-09-28,,,,
192,4425,AR00150515,Deposited,1225.0,Income,2021-09-28,,,,
193,4425,AR00150516,Deposited,1080.0,Income,2021-09-28,,,,
194,4425,AR00150524,Deposited,3000.0,Account,2021-09-28,cash,3000.0,equity,3000.0
195,4425,AR00153954,Deposited,2150.0,Income,2021-10-04,,,,
196,4425,AR00154069,Deposited,5000.0,Loan Taken,2021-10-04,,,,
197,4425,AR00153959,Withdrawn,700.0,Expense,2021-10-04,,,,
198,4425,AR00153955,Deposited,1000.0,Income,2021-10-04,,,,
199,4425,AR00153956,Deposited,1390.0,Income,2021-10-04,,,,
200,4425,AR00153958,Withdrawn,5000.0,Account,2021-10-04,withdrawal,5000.0,cash,5000.0
201,4425,AR00153957,Deposited,1150.0,Income,2021-10-04,,,,
202,4425,AR00153960,Deposited,3000.0,Account,2021-10-04,cash,3000.0,equity,3000.0
203,4425,AR00158733,Deposited,3000.0,Account,2021-10-11,cash,3000.0,equity,3000.0
204,4425,AR00158720,Deposited,1200.0,Income,2021-10-11,,,,
205,4425,AR00158730,Withdrawn,2500.0,Employee Payment,2021-10-11,,,,
206,4425,AR00158731,Withdrawn,2000.0,Employee Payment,2021-10-11,,,,
207,4425,AR00158721,Deposited,1355.0,Income,2021-10-11,,,,
208,4425,AR00158726,Withdrawn,2620.0,Expense,2021-10-11,,,,
209,4425,AR00158722,Deposited,1110.0,Income,2021-10-11,,,,
210,4425,AR00164684,Withdrawn,2000.0,Expense,2021-10-19,,,,
211,4425,AR00158723,Deposited,1050.0,Income,2021-10-11,,,,
212,4425,AR00158728,Withdrawn,386.0,Expense,2021-10-11,,,,
213,4425,AR00158727,Withdrawn,3500.0,Expense,2021-10-11,,,,
214,4425,AR00164685,Withdrawn,650.0,Expense,2021-10-19,,,,
215,4425,AR00164686,Deposited,1750.0,Income,2021-10-19,,,,
216,4425,AR00158724,Deposited,1210.0,Income,2021-10-11,,,,
217,4425,AR00158729,Withdrawn,800.0,Expense,2021-10-11,,,,
218,4425,AR00158725,Deposited,640.0,Income,2021-10-11,,,,
219,4425,AR00164682,Deposited,3000.0,Account,2021-10-19,cash,3000.0,equity,3000.0
220,4425,AR00164676,Deposited,1575.0,Income,2021-10-19,,,,
221,4425,AR00164677,Deposited,1700.0,Income,2021-10-19,,,,
222,4425,AR00164678,Deposited,1620.0,Income,2021-10-19,,,,
223,4425,AR00164679,Deposited,1400.0,Income,2021-10-19,,,,
224,4425,AR00164680,Deposited,1905.0,Income,2021-10-19,,,,
225,4425,AR00164681,Deposited,2000.0,Income,2021-10-19,,,,
226,4425,AR00169402,Deposited,664.0,Income,2021-10-25,,,,
227,4425,AR00169403,Deposited,1118.0,Income,2021-10-25,,,,
228,4425,AR00169404,Deposited,814.0,Income,2021-10-25,,,,
229,4425,AR00169405,Deposited,825.0,Income,2021-10-25,,,,
230,4425,AR00169401,Withdrawn,2500.0,Account,2021-10-25,withdrawal,2500.0,cash,2500.0
231,4425,AR00169409,Withdrawn,410.0,Expense,2021-10-25,,,,
232,4425,AR00169411,Withdrawn,2500.0,Expense,2021-10-25,,,,
233,4425,AR00169407,Deposited,1750.0,Income,2021-10-25,,,,
234,4425,AR00169410,Withdrawn,600.0,Expense,2021-10-25,,,,
235,4425,AR00169406,Deposited,786.0,Income,2021-10-25,,,,
236,4425,AR00169408,Deposited,3000.0,Account,2021-10-25,cash,3000.0,equity,3000.0
237,4425,AR00174761,Deposited,6175.0,Income,2021-11-01,,,,
238,4425,AR00174762,Deposited,1750.0,Income,2021-11-01,,,,
239,4425,AR00174613,Deposited,3000.0,Account,2021-11-01,cash,3000.0,equity,3000.0
240,4425,AR00179825,Withdrawn,1472.0,Expense,2021-11-08,,,,
241,4425,AR00179823,Deposited,8315.0,Income,2021-11-08,,,,
242,4425,AR00179826,Deposited,3000.0,Account,2021-11-08,cash,3000.0,equity,3000.0
243,4425,AR00184656,Deposited,3000.0,Account,2021-11-08,cash,3000.0,equity,3000.0
244,4425,AR00184655,Deposited,1750.0,Income,2021-11-08,,,,
245,4425,AR00190863,Deposited,13500.0,Account,2021-11-22,cash,13500.0,equity,13500.0
246,4425,AR00188356,Withdrawn,5300.0,Expense,2021-11-17,,,,
247,4425,AR00188357,Deposited,3000.0,Account,2021-11-17,cash,3000.0,equity,3000.0
248,4425,AR00190838,Deposited,3000.0,Account,2021-11-22,cash,3000.0,equity,3000.0
249,4425,AR00188358,Deposited,10105.0,Income,2021-11-17,,,,
250,4425,AR00229787,Withdrawn,3000.0,Employee Payment,2021-11-22,,,,
251,4425,AR00190865,Withdrawn,2500.0,Employee Payment,2021-11-22,,,,
252,4425,AR00190862,Withdrawn,5360.0,Expense,2021-11-22,,,,
253,4425,AR00190868,Withdrawn,2500.0,Account,2021-11-22,withdrawal,2500.0,cash,2500.0
254,4425,AR00190864,Withdrawn,7600.0,Account,2021-11-22,withdrawal,7600.0,cash,7600.0
255,4425,AR00190867,Deposited,9770.0,Income,2021-11-22,,,,
256,4425,AR00190866,Deposited,1750.0,Income,2021-11-22,,,,
257,4425,AR00196244,Deposited,1750.0,Income,2021-11-29,,,,
258,4425,AR00199068,Withdrawn,850.0,Expense,2021-11-29,,,,
259,4425,AR00196278,Withdrawn,800.0,Expense,2021-11-29,,,,
260,4425,AR00196240,Deposited,9275.0,Income,2021-11-29,,,,
261,4425,AR00196241,Deposited,3000.0,Account,2021-11-29,cash,3000.0,equity,3000.0
262,4425,AR00199072,Withdrawn,1310.0,Expense,2021-11-29,,,,
263,4425,AR00200497,Deposited,6045.0,Income,2021-12-06,,,,
264,4425,AR00200499,Deposited,3000.0,Account,2021-12-06,cash,3000.0,equity,3000.0
265,4425,AR00206153,Deposited,3000.0,Account,2021-12-06,cash,3000.0,equity,3000.0
266,4425,AR00200498,Deposited,1750.0,Income,2021-12-06,,,,
267,4425,AR00206088,Deposited,10000.0,Loan Taken,2021-12-13,,,,
268,4425,AR00206091,Withdrawn,6000.0,Expense,2021-12-13,,,,
269,4425,AR00206157,Withdrawn,5000.0,Loan Taken Repayment,2021-12-13,,,,
270,4425,AR00206089,Withdrawn,2700.0,Expense,2021-12-13,,,,
271,4425,AR00214289,Withdrawn,5000.0,Loan Taken Repayment,2021-12-20,,,,
272,4425,AR00206164,Withdrawn,5000.0,Loan Taken Repayment,2021-12-13,,,,
273,4425,AR00206158,Withdrawn,5000.0,Loan Taken Repayment,2021-12-13,,,,
274,4425,AR00206159,Withdrawn,5000.0,Loan Taken Repayment,2021-12-13,,,,
275,4425,AR00206090,Deposited,7815.0,Income,2021-12-13,,,,
276,4425,AR00206092,Withdrawn,1000.0,Expense,2021-12-13,,,,
277,4425,AR00206093,Deposited,3000.0,Account,2021-12-13,cash,3000.0,equity,3000.0
278,4425,AR00214291,Withdrawn,3350.0,Expense,2021-12-20,,,,
279,4425,AR00214332,Deposited,10605.0,Income,2021-12-20,,,,
280,4425,AR00214287,Deposited,1209.0,Loan Given Repayment,2021-12-20,,,,
281,4425,AR00214286,Deposited,3255.0,Loan Given Repayment,2021-12-20,,,,
282,4425,AR00214290,Deposited,17000.0,Income,2021-12-20,,,,
283,4425,AR00214288,Deposited,1209.0,Loan Given Repayment,2021-12-20,,,,
284,4425,AR00214292,Deposited,3000.0,Account,2021-12-20,cash,3000.0,equity,3000.0
285,4425,AR00221385,Withdrawn,620.0,Expense,2021-12-27,,,,
286,4425,AR00221383,Withdrawn,2500.0,Expense,2021-12-27,,,,
287,4425,AR00221384,Withdrawn,600.0,Expense,2021-12-27,,,,
288,4425,AR00221386,Deposited,800.0,Income,2021-12-27,,,,
289,4425,AR00221382,Deposited,9945.0,Income,2021-12-27,,,,
290,4425,AR00221387,Deposited,3000.0,Account,2021-12-27,cash,3000.0,equity,3000.0
291,4425,AR00253906,Withdrawn,2700.0,Employee Payment,2022-01-24,,,,
292,4425,AR00229952,Deposited,8265.0,Income,2022-01-03,,,,
293,4425,AR00229954,Deposited,3000.0,Account,2022-01-03,cash,3000.0,equity,3000.0
294,4425,AR00229953,Deposited,1750.0,Income,2022-01-03,,,,
295,4425,AR00229951,Withdrawn,4000.0,Account,2022-01-03,withdrawal,4000.0,cash,4000.0
296,4425,AR00237156,Deposited,30000.0,Account,2022-01-10,cash,30000.0,equity,30000.0
297,4425,AR00237158,Withdrawn,3000.0,Employee Payment,2022-01-10,,,,
298,4425,AR00237159,Deposited,8890.0,Income,2022-01-10,,,,
299,4425,AR00237157,Withdrawn,10000.0,Account,2022-01-10,withdrawal,10000.0,cash,10000.0
300,4425,AR00237160,Deposited,3000.0,Account,2022-01-10,cash,3000.0,equity,3000.0
301,4425,AR00249586,Deposited,11625.0,Income,2022-01-20,,,,
302,4425,AR00249587,Deposited,1750.0,Income,2022-01-20,,,,
303,4425,AR00253916,Withdrawn,3000.0,Expense,2022-01-24,,,,
304,4425,AR00249584,Deposited,5500.0,Account,2022-01-20,cash,5500.0,equity,5500.0
305,4425,AR00249585,Withdrawn,6000.0,Account,2022-01-20,withdrawal,6000.0,cash,6000.0
306,4425,AR00249588,Withdrawn,2000.0,Expense,2022-01-20,,,,
307,4425,AR00253914,Withdrawn,2420.0,Expense,2022-01-24,,,,
308,4425,AR00253915,Withdrawn,2420.0,Expense,2022-01-24,,,,
309,4425,AR00253911,Withdrawn,1600.0,Expense,2022-01-24,,,,
310,4425,AR00253908,Deposited,7020.0,Income,2022-01-24,,,,
311,4425,AR00253913,Withdrawn,1350.0,Expense,2022-01-24,,,,
312,4425,AR00253912,Deposited,1750.0,Income,2022-01-24,,,,
313,4425,AR00253917,Deposited,3000.0,Account,2022-01-24,cash,3000.0,equity,3000.0
314,4425,AR00263325,Withdrawn,2700.0,Expense,2022-02-01,,,,
315,4425,AR00262646,Withdrawn,1200.0,Expense,2022-01-31,,,,
316,4425,AR00263326,Withdrawn,800.0,Expense,2022-02-01,,,,
317,4425,AR00262647,Deposited,1750.0,Income,2022-01-31,,,,
318,4425,AR00274686,Deposited,3000.0,Account,2022-01-31,cash,3000.0,equity,3000.0
319,4425,AR00262648,Deposited,3000.0,Account,2022-01-31,cash,3000.0,equity,3000.0
320,4425,AR00269583,Withdrawn,2000.0,Expense,2022-02-07,,,,
321,4425,AR00269584,Withdrawn,500.0,Expense,2022-02-07,,,,
322,4425,AR00274685,Withdrawn,500.0,Expense,2022-02-07,,,,
323,4425,AR00269585,Deposited,9925.0,Income,2022-02-07,,,,
324,4425,AR00269586,Deposited,3000.0,Account,2022-02-07,cash,3000.0,equity,3000.0
325,4425,AR00277103,Withdrawn,1800.0,Expense,2022-02-14,,,,
326,4425,AR00277138,Deposited,8503.0,Income,2022-02-14,,,,
327,4425,AR00277104,Withdrawn,1250.0,Expense,2022-02-14,,,,
328,4425,AR00277117,Withdrawn,3000.0,Employee Payment,2022-02-14,,,,
329,4425,AR00277102,Deposited,8000.0,Account,2022-02-14,cash,8000.0,equity,8000.0
330,4425,AR00277118,Deposited,3000.0,Account,2022-02-14,cash,3000.0,equity,3000.0
331,4425,AR00290924,Withdrawn,3400.0,Expense,2022-02-21,,,,
332,4425,AR00290925,Withdrawn,1500.0,Employee Payment,2022-02-21,,,,
333,4425,AR00290922,Withdrawn,2000.0,Expense,2022-02-21,,,,
334,4425,AR00290923,Withdrawn,1500.0,Expense,2022-02-21,,,,
335,4425,AR00290926,Deposited,3000.0,Account,2022-02-21,cash,3000.0,equity,3000.0
336,4425,AR00295171,Deposited,10190.0,Income,2022-02-24,,,,
337,4425,AR00312028,Deposited,12435.0,Income,2022-03-08,,,,
338,4425,AR00312043,Withdrawn,500.0,Loan Taken Repayment,2022-03-08,,,,
339,4425,AR00299783,Deposited,3000.0,Account,2022-02-28,cash,3000.0,equity,3000.0
340,4425,AR00321025,Deposited,100000.0,Account,2022-03-14,cash,100000.0,equity,100000.0
341,4425,AR00312032,Deposited,8000.0,Income,2022-03-08,,,,
342,4425,AR00322108,Withdrawn,31500.0,Account,2022-03-15,withdrawal,31500.0,cash,31500.0
343,4425,AR00325181,Withdrawn,31500.0,Account,2022-03-15,withdrawal,31500.0,cash,31500.0
344,4425,AR00312033,Withdrawn,2000.0,Loan Taken Repayment,2022-03-08,,,,
345,4425,AR00312031,Deposited,1345.0,Income,2022-03-08,,,,
346,4425,AR00312037,Withdrawn,2000.0,Loan Taken Repayment,2022-03-08,,,,
347,4425,AR00312034,Deposited,3000.0,Account,2022-03-08,cash,3000.0,equity,3000.0
348,4425,AR00321028,Withdrawn,2500.0,Expense,2022-03-14,,,,
349,4425,AR00321026,Withdrawn,4340.0,Expense,2022-03-14,,,,
350,4425,AR00321023,Withdrawn,1000.0,Expense,2022-03-14,,,,
351,4425,AR00325182,Withdrawn,7000.0,Account,2022-03-15,withdrawal,7000.0,cash,7000.0
